ended_at,kind,meta,meta.asked_more_time,meta.complete_order,meta.coupon_used,meta.mobile_order,meta.out_of_stock_items,meta.s3_key,meta.segment_index,meta.step1_raw,meta.text,meta.total_segments_in_video,meta.video_end_seconds,meta.video_start_seconds,run_id,started_at,tx_range,video_id
2025-08-29T21:00:16Z,order,,0,0,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"":""Operator:"",""2"":""0"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""""}",Operator:,1,15.0,0.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:00:01Z,"[""2025-08-29T21:00:01Z"",""2025-08-29T21:00:16Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:05:31Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"": ""Operator: Hi, what can I get for you this evening?\nCustomer: I'd like a mini blizzard with Oreo.\nOperator: Okay.\nCustomer: And I would like a medium blizzard with Oreo.\nOperator: Anything else?\nCustomer: That's it.\nOperator: $10.59.\nCustomer: Thank you.\nOperator: You're welcome."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""No reference to mobile order, coupons, wait requests, or out-of-stock items in the transcript.""}","Operator: Hi, what can I get for you this evening?
Customer: I'd like a mini blizzard with Oreo.
Operator: Okay.
Customer: And I would like a medium blizzard with Oreo.
Operator: Anything else?
Customer: That's it.
Operator: $10.59.
Customer: Thank you.
Operator: You're welcome.",1,330.0,30.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:00:31Z,"[""2025-08-29T21:00:31Z"",""2025-08-29T21:05:31Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:11:46Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"": ""Operator: Welcome to Dairy Queen, what can I get for you?\nCustomer: Give me one second please.\nOperator: Let me know when you're ready.\nCustomer: Can I take separate orders?\nOperator: Okay.\nCustomer: For the first order, can I get the three piece chicken tender, $7 meal deal or whatever?\nOperator: Okay, what's your drink?\nCustomer: Can I do Sprite?\nCustomer: And then instead of the french fries, can I get cheese curds?\nOperator: What's your marinade?\nCustomer: Sprite.\nOperator: What's your sundae?\nCustomer: Can I make that a Oreo Blizzard with cookie dough?\nOperator: Oreo Blizzard with cookie dough.\nOperator: Okay, any dipping sauce?\nCustomer: Okay, honey mustard.\nOperator: Okay.\nOperator: And that's all. What about the second order?\nCustomer: For the second order, can I get the four piece chicken strip basket?\nOperator: Okay, did you want a drink with it?\nCustomer: What?\nOperator: Did you get the sauce?\nCustomer: For that chicken strip basket, can I get cheese curds instead of french fries?\nOperator: Okay.\nOperator: Any dipping sauce?\nCustomer: Can I get Sarah honey mustard?\nCustomer: And then can I add a small Dr. Pepper?\nOperator: We have two, is that okay?\nCustomer: That's okay.\nOperator: Anything else for you?\nCustomer: That'll be it.\nOperator: It's gonna be $13.93.\nCustomer: Thank you.\nOperator: You're welcome."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""Complete transcript determined by presence of full order dialogue and total price \""It's gonna be $13.93\""; no mention of mobile order, coupons, operator-initiated wait, or out-of-stock items.""}","Operator: Welcome to Dairy Queen, what can I get for you?
Customer: Give me one second please.
Operator: Let me know when you're ready.
Customer: Can I take separate orders?
Operator: Okay.
Customer: For the first order, can I get the three piece chicken tender, $7 meal deal or whatever?
Operator: Okay, what's your drink?
Customer: Can I do Sprite?
Customer: And then instead of the french fries, can I get cheese curds?
Operator: What's your marinade?
Customer: Sprite.
Operator: What's your sundae?
Customer: Can I make that a Oreo Blizzard with cookie dough?
Operator: Oreo Blizzard with cookie dough.
Operator: Okay, any dipping sauce?
Customer: Okay, honey mustard.
Operator: Okay.
Operator: And that's all. What about the second order?
Customer: For the second order, can I get the four piece chicken strip basket?
Operator: Okay, did you want a drink with it?
Customer: What?
Operator: Did you get the sauce?
Customer: For that chicken strip basket, can I get cheese curds instead of french fries?
Operator: Okay.
Operator: Any dipping sauce?
Customer: Can I get Sarah honey mustard?
Customer: And then can I add a small Dr. Pepper?
Operator: We have two, is that okay?
Customer: That's okay.
Operator: Anything else for you?
Customer: That'll be it.
Operator: It's gonna be $13.93.
Customer: Thank you.
Operator: You're welcome.",1,705.0,525.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:08:46Z,"[""2025-08-29T21:08:46Z"",""2025-08-29T21:11:46Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:15:16Z,order,,1,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"": ""Operator: Welcome to Dairy Queen. What can I get for you this evening?\nCustomer: Hi, can I please have a six-piece chicken strip?\nOperator: Six-piece strip?\nCustomer: And can I do a barbecue sauce with that please?\nOperator: Barbecue sauce. What can I get you to drink in the sundae?\nCustomer: Can I have Sprite and can I have hot fudge please?\nOperator: Anything else?\nCustomer: One second please.\nOperator: I'm sorry, can you say that again for me?\nCustomer: Give me one second, I'm sorry.\nOperator: Okay, let me know when you're ready.\nCustomer: Can I do another six-piece chicken strip please?\nOperator: Okay, what's your drink in your sundae?\nCustomer: The sundae, can I update it to the pumpkin blizzard please?\nOperator: Okay, and then what's your drink?\nCustomer: My drink is Sprite.\nOperator: Okay, Sprite. Any dipping sauce?\nCustomer: Ranch please.\nOperator: Got it. Anything else for you?\nCustomer: That's it, yes.\nOperator: All right, your total is going to be $17.32. Did you want to round up to $18 for Noble Pocket?\nCustomer: No, thank you.\nOperator: All right, go for it."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""N/A""}","Operator: Welcome to Dairy Queen. What can I get for you this evening?
Customer: Hi, can I please have a six-piece chicken strip?
Operator: Six-piece strip?
Customer: And can I do a barbecue sauce with that please?
Operator: Barbecue sauce. What can I get you to drink in the sundae?
Customer: Can I have Sprite and can I have hot fudge please?
Operator: Anything else?
Customer: One second please.
Operator: I'm sorry, can you say that again for me?
Customer: Give me one second, I'm sorry.
Operator: Okay, let me know when you're ready.
Customer: Can I do another six-piece chicken strip please?
Operator: Okay, what's your drink in your sundae?
Customer: The sundae, can I update it to the pumpkin blizzard please?
Operator: Okay, and then what's your drink?
Customer: My drink is Sprite.
Operator: Okay, Sprite. Any dipping sauce?
Customer: Ranch please.
Operator: Got it. Anything else for you?
Customer: That's it, yes.
Operator: All right, your total is going to be $17.32. Did you want to round up to $18 for Noble Pocket?
Customer: No, thank you.
Operator: All right, go for it.",3,915.0,840.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:14:01Z,"[""2025-08-29T21:14:01Z"",""2025-08-29T21:15:16Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:16:31Z,order,,0,1,1,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,1,"{""1"": ""Operator: This is a great day at Dairy Queen. What can I get for you?\nCustomer: Hi, yes, can I do a brownie cup section?\nOperator: Okay, you want the brownie Oreo or the Heath caramel brownie?\nCustomer: Brownie Oreo, please.\nOperator: Anything else I can get for you?\nCustomer: Can I also do a medium chocolate dip strawberry blizzard?\nOperator: Okay.\nCustomer: And then one more of those with you add M&M's to it?\nOperator: Is that also a medium?\nCustomer: Yes.\nOperator: All right, what else can I get for you?\nCustomer: That's probably all.\nOperator: And then I have a Go Play Safe coupon. Do I have to get it at the counter?\nOperator: Yes. Just double check, it's two medium chocolate dips. You want the chocolate dip strawberry cheesecake?\nCustomer: Um...\nOperator: Or the chocolate brownie?\nCustomer: No, the chocolate dip strawberry cheesecake.\nOperator: Got it. And then you said one more M&M's. And then you have a coupon. We'll get that coupon at the window.\nCustomer: Okay. Thank you.\nOperator: Thank you."", ""2"": ""1"", ""3"": ""0"", ""4"": ""1"", ""5"": ""0"", ""6"": ""0"", ""7"": ""N/A""}","Operator: This is a great day at Dairy Queen. What can I get for you?
Customer: Hi, yes, can I do a brownie cup section?
Operator: Okay, you want the brownie Oreo or the Heath caramel brownie?
Customer: Brownie Oreo, please.
Operator: Anything else I can get for you?
Customer: Can I also do a medium chocolate dip strawberry blizzard?
Operator: Okay.
Customer: And then one more of those with you add M&M's to it?
Operator: Is that also a medium?
Customer: Yes.
Operator: All right, what else can I get for you?
Customer: That's probably all.
Operator: And then I have a Go Play Safe coupon. Do I have to get it at the counter?
Operator: Yes. Just double check, it's two medium chocolate dips. You want the chocolate dip strawberry cheesecake?
Customer: Um...
Operator: Or the chocolate brownie?
Customer: No, the chocolate dip strawberry cheesecake.
Operator: Got it. And then you said one more M&M's. And then you have a coupon. We'll get that coupon at the window.
Customer: Okay. Thank you.
Operator: Thank you.",3,990.0,915.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:15:16Z,"[""2025-08-29T21:15:16Z"",""2025-08-29T21:16:31Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:17:46Z,order,,1,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,2,"{""1"": ""Operator: It's a great day at DQ. I'll be with you in one moment.\nOperator: Sorry about that. What can I get for you?\nCustomer: Yeah, no worries. Can I please do one small chocolate dip cone?\nOperator: Small chocolate dip cone? Sure thing. What else can I get for you?\nCustomer: And that'd be it.\nOperator: Okay, there you go.\nCustomer: Thank you.\nOperator: Thank you."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""1"", ""6"": ""0"", ""7"": ""N/A""}","Operator: It's a great day at DQ. I'll be with you in one moment.
Operator: Sorry about that. What can I get for you?
Customer: Yeah, no worries. Can I please do one small chocolate dip cone?
Operator: Small chocolate dip cone? Sure thing. What else can I get for you?
Customer: And that'd be it.
Operator: Okay, there you go.
Customer: Thank you.
Operator: Thank you.",3,1065.0,990.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:16:31Z,"[""2025-08-29T21:16:31Z"",""2025-08-29T21:17:46Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:20:31Z,order,,0,1,0,0,Superman,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"": ""Operator: Welcome to Dairy Queen, what can I get for you this evening?\nCustomer: Hi, you guys don't have a Superman?\nOperator: No ma'am.\nCustomer: Alright, okay hold on.\nCustomer: Oh yeah, you need something cold.\nCustomer: Like a strawberry.\nCustomer: Let's go for your peanut.\nCustomer: Okay, we're ready.\nOperator: What can I get for you?\nCustomer: We'd like a blue raspberry slushie.\nOperator: What size?\nCustomer: Small please. And then an order of cheese curds.\nOperator: Okay.\nCustomer: That's all.\nOperator: $7.99.\nCustomer: Thank you so much.\nOperator: You're welcome."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""Superman"", ""7"": ""Customer: Hi, you guys don't have a Superman? | Operator: No ma'am.""}","Operator: Welcome to Dairy Queen, what can I get for you this evening?
Customer: Hi, you guys don't have a Superman?
Operator: No ma'am.
Customer: Alright, okay hold on.
Customer: Oh yeah, you need something cold.
Customer: Like a strawberry.
Customer: Let's go for your peanut.
Customer: Okay, we're ready.
Operator: What can I get for you?
Customer: We'd like a blue raspberry slushie.
Operator: What size?
Customer: Small please. And then an order of cheese curds.
Operator: Okay.
Customer: That's all.
Operator: $7.99.
Customer: Thank you so much.
Operator: You're welcome.",1,1230.0,1140.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:19:01Z,"[""2025-08-29T21:19:01Z"",""2025-08-29T21:20:31Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:22:46Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"":""Operator: Welcome to Dairy Queen, what can I get for you this evening?\nCustomer: Yeah, give us a second please.\nOperator: Okay, let me know when you're ready.\nCustomer: We're ready.\nOperator: What can I get for you?\nCustomer: I want to get a cup of vanilla poplar with chocolate hard shell.\nOperator: What size?\nCustomer: Medium.\nOperator: Okay.\nCustomer: Yeah, that'll be all. Thank you.\nOperator: $4.21."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""Medium Vanilla Soft Serve Cup with Chocolate Hard Shell""}","Operator: Welcome to Dairy Queen, what can I get for you this evening?
Customer: Yeah, give us a second please.
Operator: Okay, let me know when you're ready.
Customer: We're ready.
Operator: What can I get for you?
Customer: I want to get a cup of vanilla poplar with chocolate hard shell.
Operator: What size?
Customer: Medium.
Operator: Okay.
Customer: Yeah, that'll be all. Thank you.
Operator: $4.21.",1,1365.0,1290.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:21:31Z,"[""2025-08-29T21:21:31Z"",""2025-08-29T21:22:46Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:29:46Z,order,,1,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"":""Operator: Welcome to Dairy Queen. What can I get for you this evening?\nCustomer: Yes ma'am, I want a small chocolate cone with the rainbow sprinkles on top of it.\nOperator: Okay. Hold on please.\nOperator: Mixed slush.\nOperator: What size and what flavor?\nCustomer: What is the mixed slush?\nCustomer: I don't see it yet.\nOperator: Let's try, you want a small?\nCustomer: A small would be fine.\nOperator: What flavor?\nOperator: What flavor?\nCustomer: Red, you got a red one?\nOperator: Yeah, we got strawberry, kiwi, or cherry.\nCustomer: Strawberry what?\nOperator: Strawberry, kiwi, or cherry. Those are the two red flavors.\nCustomer: Strawberry, kiwi, or cherry?\nOperator: Yeah.\nCustomer: Give me some strawberry please.\nOperator: Okay, anything else for you?\nCustomer: That'll be all.\nOperator: Thanks for the tip."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""1"",""6"":""0"",""7"":""Operator: Okay. Hold on please.""}","Operator: Welcome to Dairy Queen. What can I get for you this evening?
Customer: Yes ma'am, I want a small chocolate cone with the rainbow sprinkles on top of it.
Operator: Okay. Hold on please.
Operator: Mixed slush.
Operator: What size and what flavor?
Customer: What is the mixed slush?
Customer: I don't see it yet.
Operator: Let's try, you want a small?
Customer: A small would be fine.
Operator: What flavor?
Operator: What flavor?
Customer: Red, you got a red one?
Operator: Yeah, we got strawberry, kiwi, or cherry.
Customer: Strawberry what?
Operator: Strawberry, kiwi, or cherry. Those are the two red flavors.
Customer: Strawberry, kiwi, or cherry?
Operator: Yeah.
Customer: Give me some strawberry please.
Operator: Okay, anything else for you?
Customer: That'll be all.
Operator: Thanks for the tip.",1,1785.0,1695.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:28:16Z,"[""2025-08-29T21:28:16Z"",""2025-08-29T21:29:46Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
2025-08-29T21:32:16Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829210001000.mp4,0,"{""1"": ""Operator: Welcome to Dairy Queen. What can I get for you this evening?\nCustomer: One small dip cone, please.\nOperator: Okay, come around to the window.\nCustomer: Okay, great."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""Small Dipped Cone""}","Operator: Welcome to Dairy Queen. What can I get for you this evening?
Customer: One small dip cone, please.
Operator: Okay, come around to the window.
Customer: Okay, great.",1,1935.0,1905.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T21:31:46Z,"[""2025-08-29T21:31:46Z"",""2025-08-29T21:32:16Z"")",377dd4b4-18c6-47dc-96a0-5332f79c2cb8
