ended_at,kind,meta,meta.asked_more_time,meta.complete_order,meta.coupon_used,meta.mobile_order,meta.out_of_stock_items,meta.s3_key,meta.segment_index,meta.step1_raw,meta.text,meta.total_segments_in_video,meta.video_end_seconds,meta.video_start_seconds,run_id,started_at,tx_range,video_id
2025-08-29T18:01:16Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,0,"{""1"":""Operator: What can I get for you?\nCustomer: Can I get a three piece chicken strip and a chili dog with a root beer?\nOperator: Okay.\nCustomer: That's it.\nOperator: Did you want the sundae that comes with that?\nCustomer: Um, no.\nOperator: Okay. Any dipping sauce?\nCustomer: Yeah, I'll do ranch. Ranch is fine.\nOperator: That'll be all?\nCustomer: Yeah, that's it.\nOperator: $11.25.\nCustomer: Alright, perfect."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0""}","Operator: What can I get for you?
Customer: Can I get a three piece chicken strip and a chili dog with a root beer?
Operator: Okay.
Customer: That's it.
Operator: Did you want the sundae that comes with that?
Customer: Um, no.
Operator: Okay. Any dipping sauce?
Customer: Yeah, I'll do ranch. Ranch is fine.
Operator: That'll be all?
Customer: Yeah, that's it.
Operator: $11.25.
Customer: Alright, perfect.",1,75.0,0.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:00:01Z,"[""2025-08-29T18:00:01Z"",""2025-08-29T18:01:16Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:03:01Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,0,"{""1"": ""Operator: Thank you for the DQ, this is Zach speaking. What can I get for you today?\nCustomer: Hi, can I get the mix and match, the two for five? Can I get chicken strips?\nOperator: Any different sauce for those?\nCustomer: Ranch.\nOperator: Ranch, no problem. What else can I get for you?\nCustomer: And then can I get the original cheeseburger with just cheese and ketchup only?\nOperator: You said original cheeseburger with only cheese and ketchup on it?\nCustomer: Yeah.\nOperator: All right, what else can I get for you?\nCustomer: And then can I get the six-piece chicken strip basket with ranch and onion rings?\nOperator: Six-piece ranch onion rings, no problem at all. Did you want to make that a large now?\nCustomer: Yeah, can you add a root beer to that?\nOperator: No problem at all, large fry, large root beer. What else can I get for you today?\nCustomer: Large onion ring.\nOperator: The large onion ring, all right ma'am. Anything else for you?\nCustomer: And then a medium Sprite and a small Sprite.\nOperator: A medium Sprite and a small Sprite as well, no problem. Going to get you anything else today?\nCustomer: No, that's it.\nOperator: I definitely appreciate it. Would you like to round up to our note in the pocket, kids?\nCustomer: Yeah, that's fine.\nOperator: I appreciate it ma'am. Just want to bring your total to $31 even.\nCustomer: Okay, thank you.\nOperator: Thank you very much."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""N/A""}","Operator: Thank you for the DQ, this is Zach speaking. What can I get for you today?
Customer: Hi, can I get the mix and match, the two for five? Can I get chicken strips?
Operator: Any different sauce for those?
Customer: Ranch.
Operator: Ranch, no problem. What else can I get for you?
Customer: And then can I get the original cheeseburger with just cheese and ketchup only?
Operator: You said original cheeseburger with only cheese and ketchup on it?
Customer: Yeah.
Operator: All right, what else can I get for you?
Customer: And then can I get the six-piece chicken strip basket with ranch and onion rings?
Operator: Six-piece ranch onion rings, no problem at all. Did you want to make that a large now?
Customer: Yeah, can you add a root beer to that?
Operator: No problem at all, large fry, large root beer. What else can I get for you today?
Customer: Large onion ring.
Operator: The large onion ring, all right ma'am. Anything else for you?
Customer: And then a medium Sprite and a small Sprite.
Operator: A medium Sprite and a small Sprite as well, no problem. Going to get you anything else today?
Customer: No, that's it.
Operator: I definitely appreciate it. Would you like to round up to our note in the pocket, kids?
Customer: Yeah, that's fine.
Operator: I appreciate it ma'am. Just want to bring your total to $31 even.
Customer: Okay, thank you.
Operator: Thank you very much.",1,180.0,90.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:01:31Z,"[""2025-08-29T18:01:31Z"",""2025-08-29T18:03:01Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:11:16Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,0,"{""1"": ""Operator: How can I get for you?\nCustomer: Yes, may I have... I'm sorry, may I have four of the two for five chicken strips?\nOperator: Okay.\nCustomer: And a small caramel toffee cookie blizzard.\nOperator: Any different chicken strips?\nCustomer: Yes, ma'am. Please, some honey mustard and the dusty queso.\nOperator: Sure thing. We'll have that for you. And then you said what size was the caramel toffee blizzard?\nCustomer: The small, please.\nOperator: Sure thing. And you said you wanted queso and honey mustard, right, for your different sauces?\nCustomer: Yes, please.\nOperator: All right. Can I get you anything else?\nCustomer: No, ma'am. I think that'll be fine.\nOperator: Oh, okay. Awesome. Your total is going to be $16.88. Do you want to round up to even $17 for nothing in the pocket?\nCustomer: Sure, that's fine.\nOperator: We definitely appreciate that. $17 doesn't work.\nCustomer: How much was it? $17?\nOperator: $17 even, yes, ma'am.\nCustomer: Okay. So tell me, I'm getting the chicken strips. Is that correct? I'm getting eight chicken strips, correct?\nOperator: Yes. Eight chicken strips and a medium caramel toffee.\nCustomer: Right. I just want to make sure that I was thinking... So I'm getting four. Would that not be five? Would that not be... I just want to make sure that you're getting your money. Did you add it up right? You said it was $17.\nOperator: Yeah, so I got a total of eight strips, so that's like two... That's four two-piece strips.\nCustomer: Right.\nOperator: And a medium blizzard.\nCustomer: Okay. Oh, right. I'm sorry. I'm counting wrong. I'm counting two strips instead of... You're right.\nOperator: I got you.\nCustomer: I don't do math well.\nOperator: You're all right. You're okay.\nCustomer: On the blizzard, just leave the spoon out. We'll be fine.\nOperator: Sure thing.\nCustomer: Just for the top. Okay. Thank you, ma'am.\nOperator: Yeah, no problem."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0""}","Operator: How can I get for you?
Customer: Yes, may I have... I'm sorry, may I have four of the two for five chicken strips?
Operator: Okay.
Customer: And a small caramel toffee cookie blizzard.
Operator: Any different chicken strips?
Customer: Yes, ma'am. Please, some honey mustard and the dusty queso.
Operator: Sure thing. We'll have that for you. And then you said what size was the caramel toffee blizzard?
Customer: The small, please.
Operator: Sure thing. And you said you wanted queso and honey mustard, right, for your different sauces?
Customer: Yes, please.
Operator: All right. Can I get you anything else?
Customer: No, ma'am. I think that'll be fine.
Operator: Oh, okay. Awesome. Your total is going to be $16.88. Do you want to round up to even $17 for nothing in the pocket?
Customer: Sure, that's fine.
Operator: We definitely appreciate that. $17 doesn't work.
Customer: How much was it? $17?
Operator: $17 even, yes, ma'am.
Customer: Okay. So tell me, I'm getting the chicken strips. Is that correct? I'm getting eight chicken strips, correct?
Operator: Yes. Eight chicken strips and a medium caramel toffee.
Customer: Right. I just want to make sure that I was thinking... So I'm getting four. Would that not be five? Would that not be... I just want to make sure that you're getting your money. Did you add it up right? You said it was $17.
Operator: Yeah, so I got a total of eight strips, so that's like two... That's four two-piece strips.
Customer: Right.
Operator: And a medium blizzard.
Customer: Okay. Oh, right. I'm sorry. I'm counting wrong. I'm counting two strips instead of... You're right.
Operator: I got you.
Customer: I don't do math well.
Operator: You're all right. You're okay.
Customer: On the blizzard, just leave the spoon out. We'll be fine.
Operator: Sure thing.
Customer: Just for the top. Okay. Thank you, ma'am.
Operator: Yeah, no problem.",1,675.0,420.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:07:01Z,"[""2025-08-29T18:07:01Z"",""2025-08-29T18:11:16Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:15:12.250000Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,0,"{""1"":""Operator: Sure, anything else I can get for you?\nCustomer: Hi, can I do a three-piece chicken strip, seven dollar meal with a large Coke and a large order of fries, if possible?\nOperator: Large Coke, large fry, and what do you want for your sundae?\nCustomer: Hot fudge sundae and gravy for the chicken.\nOperator: Of course, anything else for you?\nCustomer: Yeah, let's do a cookie dough blizzard.\nOperator: Okay, is that large?\nCustomer: Medium.\nOperator: Okay.\nCustomer: Medium Oreo blizzard.\nOperator: Okay.\nCustomer: And that'll be it.\nOperator: All right, so those will be $21.61. You can round up to even $22 for a note in the pocket.\nCustomer: Sure.\nOperator: I appreciate that. $22.\nCustomer: Bye."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0""}","Operator: Sure, anything else I can get for you?
Customer: Hi, can I do a three-piece chicken strip, seven dollar meal with a large Coke and a large order of fries, if possible?
Operator: Large Coke, large fry, and what do you want for your sundae?
Customer: Hot fudge sundae and gravy for the chicken.
Operator: Of course, anything else for you?
Customer: Yeah, let's do a cookie dough blizzard.
Operator: Okay, is that large?
Customer: Medium.
Operator: Okay.
Customer: Medium Oreo blizzard.
Operator: Okay.
Customer: And that'll be it.
Operator: All right, so those will be $21.61. You can round up to even $22 for a note in the pocket.
Customer: Sure.
Operator: I appreciate that. $22.
Customer: Bye.",4,911.25,855.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:14:16Z,"[""2025-08-29T18:14:16Z"",""2025-08-29T18:15:12.250000Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:16:08.500000Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,1,"{""1"":""Operator: Hi, can I have a number seven meal, please? No pickles.\nOperator: It doesn't come with pickles. Did you want to make it a large size? Or are you talking about a $7 meal deal?\nCustomer: No, just the number seven.\nOperator: Okay.\nCustomer: The flamethrower.\nOperator: Okay. And you said you wanted a meal?\nCustomer: Yes, please.\nOperator: Okay. And what's your drink with that?\nCustomer: Do you have Coke Zero?\nOperator: Yes, sir.\nCustomer: I would like a Coke Zero, please.\nOperator: Of course. Can I get you anything else?\nCustomer: Yes, a small caramel sundae, please.\nOperator: Sure thing. Can I get you anything else?\nCustomer: That's it.\nOperator: All right. And that was a small caramel sundae?\nCustomer: Yes.\nOperator: Did you want to add extra caramel to it?\nCustomer: No, thanks.\nOperator: All right. It's going to be $16.11. Did you want to round up for a note in the pocket today?\nCustomer: No, thanks.\nOperator: All right. Thank you.\nCustomer: Thank you."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0""}","Operator: Hi, can I have a number seven meal, please? No pickles.
Operator: It doesn't come with pickles. Did you want to make it a large size? Or are you talking about a $7 meal deal?
Customer: No, just the number seven.
Operator: Okay.
Customer: The flamethrower.
Operator: Okay. And you said you wanted a meal?
Customer: Yes, please.
Operator: Okay. And what's your drink with that?
Customer: Do you have Coke Zero?
Operator: Yes, sir.
Customer: I would like a Coke Zero, please.
Operator: Of course. Can I get you anything else?
Customer: Yes, a small caramel sundae, please.
Operator: Sure thing. Can I get you anything else?
Customer: That's it.
Operator: All right. And that was a small caramel sundae?
Customer: Yes.
Operator: Did you want to add extra caramel to it?
Customer: No, thanks.
Operator: All right. It's going to be $16.11. Did you want to round up for a note in the pocket today?
Customer: No, thanks.
Operator: All right. Thank you.
Customer: Thank you.",4,967.5,911.25,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:15:12.250000Z,"[""2025-08-29T18:15:12.250000Z"",""2025-08-29T18:16:08.500000Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:17:04.750000Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,2,"{""1"":""Operator: Hi, can I get a small vanilla cone, double dipped in chocolate, please?\nOperator: All right. A small cone dipped twice in chocolate. Anything else for you?\nCustomer: That's it.\nOperator: All right. Sounds good. That total is going to come to $3.98. Did you want to round up two cents for a note in the pocket today?\nCustomer: Yes, please.\nOperator: All right. I definitely appreciate that. $4 at the window.\nCustomer: Thank you.\nOperator: Thank you."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0""}","Operator: Hi, can I get a small vanilla cone, double dipped in chocolate, please?
Operator: All right. A small cone dipped twice in chocolate. Anything else for you?
Customer: That's it.
Operator: All right. Sounds good. That total is going to come to $3.98. Did you want to round up two cents for a note in the pocket today?
Customer: Yes, please.
Operator: All right. I definitely appreciate that. $4 at the window.
Customer: Thank you.
Operator: Thank you.",4,1023.75,967.5,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:16:08.500000Z,"[""2025-08-29T18:16:08.500000Z"",""2025-08-29T18:17:04.750000Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:18:01Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,3,"{""1"":""Operator: Hi, can I get a Choco Brownie Extreme mini blizzard made with chocolate ice cream?\nOperator: Okay.\nCustomer: And can I get one plain hot dog?\nOperator: All right. Choco Brownie Extreme with chocolate ice cream and a hot dog. And what size is that Choco Brownie Extreme?\nCustomer: A mini.\nOperator: All right. And will that be all for you today?\nCustomer: That's it.\nOperator: All right. $7.99. Did you want to round up one penny for a note in the pocket today?\nCustomer: Sure.\nOperator: I appreciate that. It'll be $7. I mean $8. Sorry."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0""}","Operator: Hi, can I get a Choco Brownie Extreme mini blizzard made with chocolate ice cream?
Operator: Okay.
Customer: And can I get one plain hot dog?
Operator: All right. Choco Brownie Extreme with chocolate ice cream and a hot dog. And what size is that Choco Brownie Extreme?
Customer: A mini.
Operator: All right. And will that be all for you today?
Customer: That's it.
Operator: All right. $7.99. Did you want to round up one penny for a note in the pocket today?
Customer: Sure.
Operator: I appreciate that. It'll be $7. I mean $8. Sorry.",4,1080.0,1023.75,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:17:04.750000Z,"[""2025-08-29T18:17:04.750000Z"",""2025-08-29T18:18:01Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:20:16Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,0,"{""1"":""Operator: Hi, welcome to Dairy Queen. What can I get for you?\nCustomer: I'll have your mix and match two for five dollars. I would like your chicken strips with barbecue sauce and your pretzel sticks with cake.\nOperator: All right, would that be all?\nCustomer: Yes, thank you.\nOperator: All right, that'll be $5.41. Would you like to round up to donate to Note in the Pocket?\nCustomer: No, thank you.\nOperator: All right, we'll see you at the window."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""Chicken Strip Basket, Soft Pretzel Sticks""}","Operator: Hi, welcome to Dairy Queen. What can I get for you?
Customer: I'll have your mix and match two for five dollars. I would like your chicken strips with barbecue sauce and your pretzel sticks with cake.
Operator: All right, would that be all?
Customer: Yes, thank you.
Operator: All right, that'll be $5.41. Would you like to round up to donate to Note in the Pocket?
Customer: No, thank you.
Operator: All right, we'll see you at the window.",1,1215.0,1170.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:19:31Z,"[""2025-08-29T18:19:31Z"",""2025-08-29T18:20:16Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:21:38.500000Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,0,"{""1"": ""Operator: Hi, welcome to Dairy Queen. What can I get for you?\nCustomer: Hi, yes. Can I get the number one combo with the double and french fries and a diet coke for the drink?\nOperator: Alright, anything else?\nCustomer: Can I also get a small chocolate dip strawberry blizzard?\nOperator: Small chocolate dip strawberry blizzard?\nCustomer: Yes.\nOperator: Anything else?\nCustomer: That's it.\nOperator: Did you mean the dip strawberry cheesecake for that blizzard?\nCustomer: Yes.\nOperator: Alright. That will be $17.73. Would you like to round up to donate to Note in the Pocket?\nCustomer: No, thank you.\nOperator: Alright, we'll see you at the window."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0""}","Operator: Hi, welcome to Dairy Queen. What can I get for you?
Customer: Hi, yes. Can I get the number one combo with the double and french fries and a diet coke for the drink?
Operator: Alright, anything else?
Customer: Can I also get a small chocolate dip strawberry blizzard?
Operator: Small chocolate dip strawberry blizzard?
Customer: Yes.
Operator: Anything else?
Customer: That's it.
Operator: Did you mean the dip strawberry cheesecake for that blizzard?
Customer: Yes.
Operator: Alright. That will be $17.73. Would you like to round up to donate to Note in the Pocket?
Customer: No, thank you.
Operator: Alright, we'll see you at the window.",2,1297.5,1245.0,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:20:46Z,"[""2025-08-29T18:20:46Z"",""2025-08-29T18:21:38.500000Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
2025-08-29T18:22:31Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250829180001000.mp4,1,"{""1"": ""Operator: Hi, welcome to Dairy Queen. What can I get for you?\nCustomer: Hello, can I do a large Snickers blizzard in chocolate ice cream, please?\nOperator: Large Snickers blizzard with chocolate ice cream, anything else?\nCustomer: That's it.\nOperator: Alright, your total will be $7.24. Would you like to round up to donate to Note in the Pocket?\nCustomer: Sure.\nOperator: Alright, thank you so much. We'll see you at the window.\nCustomer: Thank you.\nOperator: No problem."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0""}","Operator: Hi, welcome to Dairy Queen. What can I get for you?
Customer: Hello, can I do a large Snickers blizzard in chocolate ice cream, please?
Operator: Large Snickers blizzard with chocolate ice cream, anything else?
Customer: That's it.
Operator: Alright, your total will be $7.24. Would you like to round up to donate to Note in the Pocket?
Customer: Sure.
Operator: Alright, thank you so much. We'll see you at the window.
Customer: Thank you.
Operator: No problem.",2,1350.0,1297.5,1227c711-5836-4b13-a4bf-eb0e91066a58,2025-08-29T18:21:38.500000Z,"[""2025-08-29T18:21:38.500000Z"",""2025-08-29T18:22:31Z"")",9cf10c27-4db8-4078-9d9f-6994987a93d2
