asked_more_time,complete_order,coupon_used,details,details.asked_more_time,details.complete_order,details.coupon_used,details.feedback,details.gpt_price,details.issues,details.items_addon_success,details.items_addonable,details.items_after,details.items_initial,details.items_upsellable,details.items_upsize_success,details.items_upsizeable,details.items_upsold,details.mobile_order,details.num_addon_offers,details.num_addon_opportunities,details.num_addon_success,details.num_items_after,details.num_items_initial,details.num_largest_offers,details.num_upsell_offers,details.num_upsell_opportunities,details.num_upsell_success,details.num_upsize_offers,details.num_upsize_opportunities,details.num_upsize_success,details.out_of_stock_items,details.reasoning_summary,details.video_file_path,details.video_link,feedback,gpt_price,issues,items_addon_success,items_addonable,items_after,items_initial,items_upsellable,items_upsize_success,items_upsizeable,items_upsold,mobile_order,num_addon_offers,num_addon_opportunities,num_addon_success,num_items_after,num_items_initial,num_largest_offers,num_upsell_offers,num_upsell_opportunities,num_upsell_success,num_upsize_offers,num_upsize_opportunities,num_upsize_success,out_of_stock_items,reasoning_summary,score,transaction_id,transcript,upsell_offered,upsell_possible,upsize_offered,upsize_possible,video_file_path,video_link
0,0,0,,0,0,0,"No customer order was recorded in the transcript, so no opportunities for upselling, upsizing, or additional toppings could be evaluated. Ensure that complete order information is captured in future calls so performance can be properly assessed.",0,"No items were found in either the menu items or meals tables because no order was placed. The main difficulty was the absence of any customer request, leaving nothing to analyze.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"No customer order was recorded in the transcript, so no opportunities for upselling, upsizing, or additional toppings could be evaluated. Ensure that complete order information is captured in future calls so performance can be properly assessed.",33.03,"No items were found in either the menu items or meals tables because no order was placed. The main difficulty was the absence of any customer request, leaving nothing to analyze.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,375bc35a-51b6-4181-a975-0fdaed5ec399,Operator:,False,False,False,False,,
0,1,0,,0,1,0,"Operator was polite and confirmed the order quickly but missed a valid upselling chance. Because a large drink qualifies for the 2 for 5 offer, the operator should have suggested adding a small sundae, pretzel, chili dog or an additional drink using the approved wording. The operator also missed the extra malt add-on suggestion. There was no upsizing chance since the customer specified large. Encourage consistent use of the suggestive selling script to boost sales while keeping service friendly.",0,Reference: Menu Items JSON entry Shakes & Malts shows upselling chance 2 for 5 and add on chance Extra Malt; Upselling Scenario VO-01 and NO-01 for 2for5; Upsizing Scenario Null-02 because size specified. Difficulty: tables do not explicitly state number of upsell chances for 2for5 so assumed 1 per qualifying item.,0,Extra Malt,Large Caramel Malt,Large Caramel Malt,"Small Sundae, Pretzel, Chili Dog, Any Size Drink",0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,,,"Operator was polite and confirmed the order quickly but missed a valid upselling chance. Because a large drink qualifies for the 2 for 5 offer, the operator should have suggested adding a small sundae, pretzel, chili dog or an additional drink using the approved wording. The operator also missed the extra malt add-on suggestion. There was no upsizing chance since the customer specified large. Encourage consistent use of the suggestive selling script to boost sales while keeping service friendly.",55.682,Reference: Menu Items JSON entry Shakes & Malts shows upselling chance 2 for 5 and add on chance Extra Malt; Upselling Scenario VO-01 and NO-01 for 2for5; Upsizing Scenario Null-02 because size specified. Difficulty: tables do not explicitly state number of upsell chances for 2for5 so assumed 1 per qualifying item.,0,Extra Malt,Large Caramel Malt,Large Caramel Malt,"Small Sundae, Pretzel, Chili Dog, Any Size Drink",0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,,0.0,d09f1ea4-b34b-4589-bac1-97197093e87d,"Operator: What a wonderful day at Dairy Queen, how can we make it yours?
Customer: I would like a large caramel malt.
Operator: Large caramel malt, alright, anything else?
Customer: No, that'll do it.
Operator: $5.62 is the total, would you like to round up to note in the pocket?
Customer: Say that again please?
Operator: Would you like to round up to note in the pocket?
Customer: Yeah, that'd be fine.
Operator: Thank you, we appreciate it, it's going to be...",False,True,False,False,,
0,1,0,,0,1,0,"Operator correctly recognized the drink upsell opportunity for the chicken strip basket and secured the sale, adding revenue. However, she did not attempt the second valid upsell of offering gravy or an extra dipping sauce, leaving money on the table. She also missed the upsizing chance of suggesting large fries and a large drink once the Sprite was chosen. Language used for the drink offer matched Scenario VO-02 but no language was used for the other opportunities. Strength: timely, friendly drink upsell. Improvement: always offer gravy or extra sauce with baskets and ask if guest wants to make fries and drinks large to maximize check average.",0,"Upselling reference: Scenario VO-02 DrinkCB and Menu Items JSON for 4-Piece CB Chicken Basket indicating drink and dipping sauce upsell chances. Upsizing reference: Scenario VO-04 Side (large fries) in Upsizing table and Menu Items JSON listing Large Fries upsize. Difficulties: Transcript did not specify drink size, assumed medium default; dipping sauce ambiguity as basket includes one sauce so additional sauce treated as potential upsell opportunity but not offered.",0,0,4-Piece Chicken Strip Basket (Regular Fries) and Drink (Sprite),4-Piece Chicken Strip Basket (Regular Fries),"Drink, Dipping Sauce",0,Fries,Drink (Sprite),0,0,0,0,3,2,0,1,2,1,0,1,0,0,,,,"Operator correctly recognized the drink upsell opportunity for the chicken strip basket and secured the sale, adding revenue. However, she did not attempt the second valid upsell of offering gravy or an extra dipping sauce, leaving money on the table. She also missed the upsizing chance of suggesting large fries and a large drink once the Sprite was chosen. Language used for the drink offer matched Scenario VO-02 but no language was used for the other opportunities. Strength: timely, friendly drink upsell. Improvement: always offer gravy or extra sauce with baskets and ask if guest wants to make fries and drinks large to maximize check average.",53.948,"Upselling reference: Scenario VO-02 DrinkCB and Menu Items JSON for 4-Piece CB Chicken Basket indicating drink and dipping sauce upsell chances. Upsizing reference: Scenario VO-04 Side (large fries) in Upsizing table and Menu Items JSON listing Large Fries upsize. Difficulties: Transcript did not specify drink size, assumed medium default; dipping sauce ambiguity as basket includes one sauce so additional sauce treated as potential upsell opportunity but not offered.",0,0,4-Piece Chicken Strip Basket (Regular Fries) and Drink (Sprite),4-Piece Chicken Strip Basket (Regular Fries),"Drink, Dipping Sauce",0,Fries,Drink (Sprite),0,0,0,0,3,2,0,1,2,1,0,1,0,0,,0.3333333333333333,331430a2-bf15-40b1-9fdd-c6c4c625285d,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: Hi, can I get the four-piece chicken strip basket, please?
Operator: Four-piece basket, all right. Would you like to add a drink with it?
Customer: I'll do Sprite.
Operator: All right, and then what would your dipping sauce be?
Customer: Can I get like four packs of ranch, please?
Operator: Yes, you can. Anything else?
Customer: That's it.
Operator: All right, your total is going to be $9.85. Would you like to round up to note in the pocket?
Customer: No, thank you.
Operator: Okay, pull forward.
Customer: Thank you.",True,True,False,True,,
0,1,0,,0,1,0,"Operator greeted the customer politely, confirmed the Blizzard order, and correctly offered extra Oreo as a valid additional-topping upsell. Customer declined, and operator accepted the decision without pressure. No opportunities existed to upsell to a combo or upsize because size was specified and Blizzards have no meal conversion. Good adherence to suggestive-selling guidelines; continue offering relevant add-ons and verifying totals.",0,"Used Menu Items JSON row for Blizzard [Sizes: Small, Medium, Large] which lists add-on chance Primary Topping/Ingredient (extra Oreo). Upsell and upsize chances confirmed as 0 from same row and Upsizing Scenarios (Scenario Null-02 since size specified). Additional water cups ignored per instruction that non-priced items are not counted. No conflicting instructions encountered.",0,Extra Oreo,Small Oreo Blizzard,Small Oreo Blizzard,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator greeted the customer politely, confirmed the Blizzard order, and correctly offered extra Oreo as a valid additional-topping upsell. Customer declined, and operator accepted the decision without pressure. No opportunities existed to upsell to a combo or upsize because size was specified and Blizzards have no meal conversion. Good adherence to suggestive-selling guidelines; continue offering relevant add-ons and verifying totals.",40.946,"Used Menu Items JSON row for Blizzard [Sizes: Small, Medium, Large] which lists add-on chance Primary Topping/Ingredient (extra Oreo). Upsell and upsize chances confirmed as 0 from same row and Upsizing Scenarios (Scenario Null-02 since size specified). Additional water cups ignored per instruction that non-priced items are not counted. No conflicting instructions encountered.",0,Extra Oreo,Small Oreo Blizzard,Small Oreo Blizzard,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,bfe3fe58-f8b2-463a-9422-2cc9a907554b,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: Yes, I'd like to get a small Oreo Blizzard.
Operator: Small Oreo Blizzard? Would you like extra Oreo?
Customer: No extra Oreos, but I would like two small cups of, you know, courtesy cups of water with no ice.
Operator: Got it.
Customer: Alright, was that $5.40?
Operator: No, that's just gonna be, yeah, $5.40, sir.
Customer: Thank you.
Operator: You're welcome.",False,False,False,False,,
0,1,0,,0,1,0,"Operator was polite and confirmed the small vanilla cone accurately but did not attempt any suggestive selling. There was one missed chance to add sprinkles and, because the cone size was specified, no valid upsize chance existed. Offering sprinkles or asking if the guest wanted to make the cone large would improve average check and meet suggestive-selling standards.",0,"Used Cone entry from JSON of Menu Items: upsizing chance Large Cone and add-on chance Sprinkles. No applicable upsell scenarios in Upselling Scenarios table. No conflicts or ambiguities encountered; transcript featured a single item order with size specified, eliminating upsize opportunities while leaving one additional topping chance.",0,Sprinkles,Small Vanilla Cone,Small Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator was polite and confirmed the small vanilla cone accurately but did not attempt any suggestive selling. There was one missed chance to add sprinkles and, because the cone size was specified, no valid upsize chance existed. Offering sprinkles or asking if the guest wanted to make the cone large would improve average check and meet suggestive-selling standards.",42.724,"Used Cone entry from JSON of Menu Items: upsizing chance Large Cone and add-on chance Sprinkles. No applicable upsell scenarios in Upselling Scenarios table. No conflicts or ambiguities encountered; transcript featured a single item order with size specified, eliminating upsize opportunities while leaving one additional topping chance.",0,Sprinkles,Small Vanilla Cone,Small Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,9187cb90-8f09-407b-a0b1-2532c0f4c2ad,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: Yes, I'd like a small vanilla cone.
Operator: Small vanilla cone? Alright, anything else?
Customer: Nope, thank you.
Operator: So it's gonna be $2.70, would you like to round up the donut pocket?
Customer: Sure.
Operator: Thank you, we appreciate it, it's gonna be $3.",False,False,False,False,,
0,1,0,,0,1,0,"Operator confirmed the item and closed the sale but missed the additional topping suggestion of sprinkles. No valid upsell or upsize chances were present because the cone has no combo offer and the customer specified medium size, eliminating any large size offer opportunity. Encourage offering available toppings on cones to improve average check.",0,"Referenced Cone item in menu items JSON which lists sprinkles as add on and shows no upselling options. Applied upsizing scenario Null-02 since customer specified size, giving zero upsize chances. No other relevant scenarios. Minor ambiguity was the round up charity prompt which is not a revenue item and therefore excluded.",0,Sprinkles,Medium Vanilla Cone,Medium Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator confirmed the item and closed the sale but missed the additional topping suggestion of sprinkles. No valid upsell or upsize chances were present because the cone has no combo offer and the customer specified medium size, eliminating any large size offer opportunity. Encourage offering available toppings on cones to improve average check.",43.634,"Referenced Cone item in menu items JSON which lists sprinkles as add on and shows no upselling options. Applied upsizing scenario Null-02 since customer specified size, giving zero upsize chances. No other relevant scenarios. Minor ambiguity was the round up charity prompt which is not a revenue item and therefore excluded.",0,Sprinkles,Medium Vanilla Cone,Medium Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,97bc67db-f6b0-4b8a-8769-fcecbfbadfbc,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: I would like a medium-sized vanilla cone.
Operator: Medium-sized what?
Customer: Vanilla cone.
Operator: Okay, anything else?
Customer: Nope.
Operator: $3.89 is your total. Would you like to round up to known pocket?",False,False,False,False,,
1,1,0,,1,1,0,"Operator accurately took the core order but missed every suggestive-selling chance. No burger/meal items meant no upsell opportunities, but the Blizzard had a clear extra-topping chance and the regular onion rings could have been offered large; neither was attempted. A mistaken restatement of “medium” Blizzard was only an order clarification, not a valid upsizing attempt, so it does not count. Recommend training to (1) always check for add-on toppings with Blizzards and sundaes, (2) offer large size when a regular side is requested, and (3) confirm sizes without inadvertently changing them.",0,"Blizzard data and add-on chance taken from Menu Items JSON entry ""Blizzard [Sizes: Small, Medium, Large]"" (Upsizing Chance: Large Blizzard; Add on Chance: Primary Topping/Ingredient). Onion Rings data from ""Onion Rings [Sizes: Regular, Large]"" (Upsizing Chance: Large Onion Rings). Upsizing rules from Upsizing Scenarios table (VO-06 for Blizzard, VO-04 for Side). Additional topping rules from problem statement. No valid upsell scenarios matched. Ambiguities: operator’s mistaken “medium” could be misread as offer, but treated as clarification per guidelines that only explicit largest-size offers count; ice water excluded per instruction not to price-count free items.",0,Extra primary topping for Blizzard (e.g. extra pecans/caramel),"Small Turtle Pecan Cluster Blizzard (Chocolate Soft Serve), Regular Onion Rings","Small Turtle Pecan Cluster Blizzard (Chocolate Soft Serve), Regular Onion Rings",0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,,,,"Operator accurately took the core order but missed every suggestive-selling chance. No burger/meal items meant no upsell opportunities, but the Blizzard had a clear extra-topping chance and the regular onion rings could have been offered large; neither was attempted. A mistaken restatement of “medium” Blizzard was only an order clarification, not a valid upsizing attempt, so it does not count. Recommend training to (1) always check for add-on toppings with Blizzards and sundaes, (2) offer large size when a regular side is requested, and (3) confirm sizes without inadvertently changing them.",45.528,"Blizzard data and add-on chance taken from Menu Items JSON entry ""Blizzard [Sizes: Small, Medium, Large]"" (Upsizing Chance: Large Blizzard; Add on Chance: Primary Topping/Ingredient). Onion Rings data from ""Onion Rings [Sizes: Regular, Large]"" (Upsizing Chance: Large Onion Rings). Upsizing rules from Upsizing Scenarios table (VO-06 for Blizzard, VO-04 for Side). Additional topping rules from problem statement. No valid upsell scenarios matched. Ambiguities: operator’s mistaken “medium” could be misread as offer, but treated as clarification per guidelines that only explicit largest-size offers count; ice water excluded per instruction not to price-count free items.",0,Extra primary topping for Blizzard (e.g. extra pecans/caramel),"Small Turtle Pecan Cluster Blizzard (Chocolate Soft Serve), Regular Onion Rings","Small Turtle Pecan Cluster Blizzard (Chocolate Soft Serve), Regular Onion Rings",0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,,0.0,71fed7f6-6c91-4308-bb0e-6eb9a6787fc0,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: I would like to get a small turtle pecan cluster blizzard in chocolate ice cream.
Operator: Sorry, give me one second. Okay, I'm sorry about that. You said a medium turtle pecan cluster blizzard?
Customer: No, it's small.
Operator: And you said you wanted chocolate ice cream?
Customer: Yes, please. I'd like to get a large cup of ice water and a regular-sized onion ring.
Operator: I'm sorry, I got the small turtle with chocolate ice cream, a large onion ring, and what else?
Customer: A regular onion ring and a large ice water.
Operator: All right, it'll be $9.29 at the window, ma'am.
Customer: Thank you.
Operator: Thank you.",False,False,False,False,,
0,0,0,,0,0,0,"Customer only asked for the price of a medium chocolate cone and did not place an order, so no upsell or upsize opportunities existed. Operator provided the requested information clearly but did not invite the guest to purchase or suggest an upgrade or additional item. A proactive follow-up such as offering to ring in the cone or suggesting a large dipped cone could help convert enquiries into sales.",0,"Referenced Cone [Sizes: Small, Medium, Large] in Menu Items JSON; no upsell/upsizing scenario applied because no item was officially ordered (Scenario Null for both upsell and upsize). Ambiguity: transcript ended without an explicit order, therefore treated as zero-item transaction per guidelines.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Customer only asked for the price of a medium chocolate cone and did not place an order, so no upsell or upsize opportunities existed. Operator provided the requested information clearly but did not invite the guest to purchase or suggest an upgrade or additional item. A proactive follow-up such as offering to ring in the cone or suggesting a large dipped cone could help convert enquiries into sales.",45.233999999999995,"Referenced Cone [Sizes: Small, Medium, Large] in Menu Items JSON; no upsell/upsizing scenario applied because no item was officially ordered (Scenario Null for both upsell and upsize). Ambiguity: transcript ended without an explicit order, therefore treated as zero-item transaction per guidelines.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,10a45cec-c449-4f16-a582-c626ab85561e,"Operator: It's a wonderful day at Dairy Queen, how can we make it yours?
Customer: How much is your medium chocolate cone?
Operator: It's going to be $3.89.
Customer: How much?
Operator: $3.89.
Customer: Wow, okay.",False,False,False,False,,
0,1,0,,0,1,0,"Operator accurately confirmed each Blizzard and processed payment, but missed three valid add-on opportunities to suggest extra mix-ins for the Blizzards. No upsell or upsize chances existed because Blizzards are stand-alone items and the customer specified medium sizes. Recommend coaching on consistently offering extra toppings on dessert orders to increase check averages.",0,Referenced Blizzard entry in Menu Items JSON (add-on chance: Primary Topping/Ingredient) for additional topping opportunities. Upsizing chance set to 0 per Upsizing rules since customer specified medium size. Blizzard has no upselling chance per table. No ambiguities encountered.,0,"Extra Mint Oreo topping, Extra S'mores topping, Extra Cheesecake pieces","Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard","Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard",0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,,,,"Operator accurately confirmed each Blizzard and processed payment, but missed three valid add-on opportunities to suggest extra mix-ins for the Blizzards. No upsell or upsize chances existed because Blizzards are stand-alone items and the customer specified medium sizes. Recommend coaching on consistently offering extra toppings on dessert orders to increase check averages.",40.656,Referenced Blizzard entry in Menu Items JSON (add-on chance: Primary Topping/Ingredient) for additional topping opportunities. Upsizing chance set to 0 per Upsizing rules since customer specified medium size. Blizzard has no upselling chance per table. No ambiguities encountered.,0,"Extra Mint Oreo topping, Extra S'mores topping, Extra Cheesecake pieces","Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard","Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard",0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,,0.0,04fc2b63-372d-42d2-9bd4-b7c1349e3c04,"Operator: It's a wonderful day at Dairy Queen, how can we make it yours?
Customer: Can I get a medium mint Oreo blizzard?
Operator: Medium mint Oreo, yes you can. Anything else?
Customer: A medium s'mores and a medium New York cheesecake and that's all.
Operator: Alright, it's gonna be $19.13. Would you like to round up to note in the pocket?
Customer: Sure.
Operator: Thank you, we appreciate it. It's gonna be $20 even.
Customer: Alright, thank you so much.
Operator: You're welcome.",False,False,False,False,,
0,1,0,,0,1,0,"Operator greeted warmly and confirmed the order accurately. Because the customer explicitly chose a medium size, no valid upsize offer was available. A Blizzard does allow an add-on of extra mix-ins, but the operator did not suggest it, missing one additional-topping opportunity. Encourage staff to ask every Blizzard customer if they would like extra toppings to boost sales while maintaining polite service.",0,"Source: Blizzard entry in Menu Items JSON (Add on Chance: Primary Topping/Ingredient; Upsizing Chance: Large Blizzard). Upsell Scenarios table confirmed no applicable upsell codes for Blizzard. Upsizing Scenarios table (VO-06) requires no size specified, which was not the case. No conflicting instructions encountered.",0,Extra primary topping for Blizzard,Medium Pumpkin Pie Blizzard,Medium Pumpkin Pie Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator greeted warmly and confirmed the order accurately. Because the customer explicitly chose a medium size, no valid upsize offer was available. A Blizzard does allow an add-on of extra mix-ins, but the operator did not suggest it, missing one additional-topping opportunity. Encourage staff to ask every Blizzard customer if they would like extra toppings to boost sales while maintaining polite service.",41.8,"Source: Blizzard entry in Menu Items JSON (Add on Chance: Primary Topping/Ingredient; Upsizing Chance: Large Blizzard). Upsell Scenarios table confirmed no applicable upsell codes for Blizzard. Upsizing Scenarios table (VO-06) requires no size specified, which was not the case. No conflicting instructions encountered.",0,Extra primary topping for Blizzard,Medium Pumpkin Pie Blizzard,Medium Pumpkin Pie Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,91f8d4c5-4a85-4ec1-a80e-0fe6940b844c,"Operator: It's a wonderful day at Dairy Queen, how can we make it yours?
Customer: Hey, I'd like to get a pumpkin pie blizzard, medium please.
Operator: Medium pumpkin pie, alright, anything else?
Customer: That's it.
Operator: So it's gonna be $6.05.
Customer: Thank you.
Operator: You're welcome.",False,False,False,False,,
