asked_more_time,complete_order,coupon_used,details,details.asked_more_time,details.complete_order,details.coupon_used,details.feedback,details.gpt_price,details.issues,details.items_addon_success,details.items_addonable,details.items_after,details.items_initial,details.items_upsellable,details.items_upsize_success,details.items_upsizeable,details.items_upsold,details.mobile_order,details.num_addon_offers,details.num_addon_opportunities,details.num_addon_success,details.num_items_after,details.num_items_initial,details.num_largest_offers,details.num_upsell_offers,details.num_upsell_opportunities,details.num_upsell_success,details.num_upsize_offers,details.num_upsize_opportunities,details.num_upsize_success,details.out_of_stock_items,details.reasoning_summary,details.video_file_path,details.video_link,feedback,gpt_price,issues,items_addon_success,items_addonable,items_after,items_initial,items_upsellable,items_upsize_success,items_upsizeable,items_upsold,mobile_order,num_addon_offers,num_addon_opportunities,num_addon_success,num_items_after,num_items_initial,num_largest_offers,num_upsell_offers,num_upsell_opportunities,num_upsell_success,num_upsize_offers,num_upsize_opportunities,num_upsize_success,out_of_stock_items,reasoning_summary,score,transaction_id,transcript,upsell_offered,upsell_possible,upsize_offered,upsize_possible,video_file_path,video_link
0,0,0,,0,0,0,"No customer order was taken, so there were no opportunities for upselling, upsizing, or adding toppings. Operator should ensure a full greeting, confirm the customer is ready, and capture an order before ending the interaction. Once an order is captured, follow suggestive-selling scripts to drive ticket growth.",0,"No table references were required because no menu items were ordered. Difficulty: transcript contained only an operator prompt with no customer response, leaving no data to evaluate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"No customer order was taken, so there were no opportunities for upselling, upsizing, or adding toppings. Operator should ensure a full greeting, confirm the customer is ready, and capture an order before ending the interaction. Once an order is captured, follow suggestive-selling scripts to drive ticket growth.",37.05,"No table references were required because no menu items were ordered. Difficulty: transcript contained only an operator prompt with no customer response, leaving no data to evaluate.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,466e3f07-64f8-4de4-87ff-47d2713c7eca,Operator:,False,False,False,False,,
0,1,0,,0,1,0,The employee greeted politely and confirmed the order but missed the only suggestive-selling chance: offering extra malt or extra caramel for the shake. No upsize or upsell opportunities existed because the customer already chose the largest size and malts have no combo offer. Future calls should still attempt add-ons when primary upsell paths are unavailable.,0,"Data pulled from menu JSON: Shakes & Malts item line (upselling chance 0, upsizing chance Large Shake/Malt, add-on chance Extra Malt or primary topping). Upsizing scenario aligned with Scenario Null-02 (specific size given). No upsell scenario matched. Determined charity round-up is not an upsell per definitions. No other ambiguities encountered.",0,"Extra Malt, Extra Caramel",Large Caramel Malt,Large Caramel Malt,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,The employee greeted politely and confirmed the order but missed the only suggestive-selling chance: offering extra malt or extra caramel for the shake. No upsize or upsell opportunities existed because the customer already chose the largest size and malts have no combo offer. Future calls should still attempt add-ons when primary upsell paths are unavailable.,49.914,"Data pulled from menu JSON: Shakes & Malts item line (upselling chance 0, upsizing chance Large Shake/Malt, add-on chance Extra Malt or primary topping). Upsizing scenario aligned with Scenario Null-02 (specific size given). No upsell scenario matched. Determined charity round-up is not an upsell per definitions. No other ambiguities encountered.",0,"Extra Malt, Extra Caramel",Large Caramel Malt,Large Caramel Malt,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,f1a7a709-7ea0-4d50-9af3-b80f8e4f7ba1,"Operator: What a wonderful day at Dairy Queen, how can we make it yours?
Customer: I would like a large caramel malt.
Operator: Large caramel malt, alright, anything else?
Customer: No, that'll do it.
Operator: $5.62 is the total, would you like to round up to note in the pocket?
Customer: Say that again please?
Operator: Would you like to round up to note in the pocket?
Customer: Yeah, that'd be fine.
Operator: Thank you, we appreciate it, it's going to be $6.",False,False,False,False,,
0,1,0,,0,1,0,"Operator correctly recognized the upsell opportunity for a drink with the chicken strip basket and made a valid offer which the customer accepted, adding revenue. However, operator missed the second upsell chance to sell a paid dipping sauce and did not attempt any upsizing offers on either the regular fries already included in the basket or the newly added drink. A simple prompt such as Would you like that Sprite large today? or Would you like to make those fries a large for just a bit more? would have captured both upsizing chances. Overall: good basic upsell performance, but needs to remember to (1) offer all available upsells—in this case an extra paid sauce—and (2) always ask to upsize unsized drinks and fries to maximize check average.",0,"Upsell chance reference: Scenario VO-02 DrinkCB (valid drink offer when customer orders chicken basket). Upsizing chance references: Scenario VO-02 Drink (unspecified drink size) and Scenario VO-04 Side (unspecified fries size) from Upsizing Scenarios table. Menu item reference: 4-Piece CB Chicken (Strip) Basket (Includes a Regular Fries) in Menu Items JSON confirming 2 upsell chances (drink and dipping sauce) and 2 upsize chances (large fries, large drink). Difficulties: transcript does not clarify whether dipping sauce packets are charged or free; followed table which classifies dipping sauce as upsell opportunity. No size specified for Sprite, so considered a valid upsize chance. No conflicting instructions identified.",0,0,"4-Piece Chicken Strip Basket (4 Chicken Strips, Regular Fries) with Sprite","4-Piece Chicken Strip Basket (4 Chicken Strips, Regular Fries)","Drink, Dipping Sauce",0,"Fries, Drink",Sprite,0,0,0,0,3,2,0,1,2,1,0,2,0,0,,,,"Operator correctly recognized the upsell opportunity for a drink with the chicken strip basket and made a valid offer which the customer accepted, adding revenue. However, operator missed the second upsell chance to sell a paid dipping sauce and did not attempt any upsizing offers on either the regular fries already included in the basket or the newly added drink. A simple prompt such as Would you like that Sprite large today? or Would you like to make those fries a large for just a bit more? would have captured both upsizing chances. Overall: good basic upsell performance, but needs to remember to (1) offer all available upsells—in this case an extra paid sauce—and (2) always ask to upsize unsized drinks and fries to maximize check average.",48.872,"Upsell chance reference: Scenario VO-02 DrinkCB (valid drink offer when customer orders chicken basket). Upsizing chance references: Scenario VO-02 Drink (unspecified drink size) and Scenario VO-04 Side (unspecified fries size) from Upsizing Scenarios table. Menu item reference: 4-Piece CB Chicken (Strip) Basket (Includes a Regular Fries) in Menu Items JSON confirming 2 upsell chances (drink and dipping sauce) and 2 upsize chances (large fries, large drink). Difficulties: transcript does not clarify whether dipping sauce packets are charged or free; followed table which classifies dipping sauce as upsell opportunity. No size specified for Sprite, so considered a valid upsize chance. No conflicting instructions identified.",0,0,"4-Piece Chicken Strip Basket (4 Chicken Strips, Regular Fries) with Sprite","4-Piece Chicken Strip Basket (4 Chicken Strips, Regular Fries)","Drink, Dipping Sauce",0,"Fries, Drink",Sprite,0,0,0,0,3,2,0,1,2,1,0,2,0,0,,0.25,93500501-e16f-4d6c-bd88-38b99fdd4e73,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: Hi, can I get the four-piece chicken strip basket, please?
Operator: Four-piece basket, all right. Would you like to add a drink with it?
Customer: I'll do Sprite.
Operator: All right, and then what would your dipping sauce be?
Customer: Can I get like four packs of ranch, please?
Operator: Yes, you can. Anything else?
Customer: That's it.
Operator: All right, your total is going to be $9.85. Would you like to round up to note in the pocket?
Customer: No, thank you.
Operator: Okay, pull forward.
Customer: Thank you.",True,True,False,True,,
0,1,0,,0,1,0,"Operator confirmed the order and offered extra Oreo, which is a valid additional topping offer for a Blizzard. Customer declined, so no conversion occurred. No upsell or upsize chances existed because the item was specified small and Blizzards have no combo upsell path. Interaction met suggestive selling expectations for available topping opportunities.",0,"Menu reference: Menu Items JSON entry Blizzard [Sizes: Small, Medium, Large] lists add on chance Primary Topping/Ingredient and upsizing chance Large Blizzard. Upsize not applicable due to specified size. Additional topping offer counted per guidelines: valid add-on rule. No upsell scenarios matched. Difficulties: None; courtesy water excluded as non-priced item per guidelines.",0,Extra Oreo,Small Oreo Blizzard,Small Oreo Blizzard,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator confirmed the order and offered extra Oreo, which is a valid additional topping offer for a Blizzard. Customer declined, so no conversion occurred. No upsell or upsize chances existed because the item was specified small and Blizzards have no combo upsell path. Interaction met suggestive selling expectations for available topping opportunities.",51.528000000000006,"Menu reference: Menu Items JSON entry Blizzard [Sizes: Small, Medium, Large] lists add on chance Primary Topping/Ingredient and upsizing chance Large Blizzard. Upsize not applicable due to specified size. Additional topping offer counted per guidelines: valid add-on rule. No upsell scenarios matched. Difficulties: None; courtesy water excluded as non-priced item per guidelines.",0,Extra Oreo,Small Oreo Blizzard,Small Oreo Blizzard,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,c82e29db-992d-448a-aabe-efc1986bcf2b,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: Yeah, I'd like to get a small Oreo Blizzard.
Operator: Small Oreo Blizzard? Would you like extra Oreo?
Customer: No extra Oreos, but I would like two small cups of, you know, courtesy cups of water with no ice.
Operator: Got it.
Customer: All right, was that $5.40?
Operator: No, that's just going to be, yeah, $5.40, sir.
Customer: Thank you.
Operator: You're welcome.",False,False,False,False,,
0,1,0,,0,1,0,"Agent was courteous and confirmed the order accurately but missed the suggestive selling step. Because the customer explicitly requested a small cone there was no valid large-size upsizing chance, yet there was one extra-topping opportunity—sprinkles on the cone—that was not offered. Remember to look for valid add-on prompts such as sprinkles on cones to boost check averages even when no upsell or upsize chances exist.",0,Referenced Cone entry in Menu Items JSON for add on and upsizing possibilities. Upsizing assessment based on Scenario Null-02 (specific size given so no chance). No upsell scenarios in table apply to cones. Ambiguities: customer flavor vanilla not listed but reasonably mapped to Cone item; otherwise instructions clear.,0,Sprinkles,Small Vanilla Cone,Small Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Agent was courteous and confirmed the order accurately but missed the suggestive selling step. Because the customer explicitly requested a small cone there was no valid large-size upsizing chance, yet there was one extra-topping opportunity—sprinkles on the cone—that was not offered. Remember to look for valid add-on prompts such as sprinkles on cones to boost check averages even when no upsell or upsize chances exist.",40.775999999999996,Referenced Cone entry in Menu Items JSON for add on and upsizing possibilities. Upsizing assessment based on Scenario Null-02 (specific size given so no chance). No upsell scenarios in table apply to cones. Ambiguities: customer flavor vanilla not listed but reasonably mapped to Cone item; otherwise instructions clear.,0,Sprinkles,Small Vanilla Cone,Small Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,36b451bf-ee04-442d-9e9e-9e076b2f42be,"Operator: Wonderful day at Dairy Queen, how can we make it yours?
Customer: Yes, I'd like a small vanilla cone, please.
Operator: Small vanilla cone? All right, anything else?
Customer: Nope, thank you.
Operator: So it's going to be $2.70, would you like to round up to the pocket?
Customer: Sure.
Operator: Thank you, we appreciate it, it's going to be $3.",False,False,False,False,,
0,1,0,,0,1,0,"Operator confirmed the customer’s order politely but did not attempt any suggestive selling. Although size was specified so no valid upsizing chance existed, the operator missed the valid add-on opportunity to offer sprinkles for the cone. Encourage offering available add-ons to boost sales.",0,"Referenced Cone row in Menu Items JSON (upsizing chance Large Cone, add-on Sprinkles). Checked Upsizing scenarios VO-09 and Null-02 to verify no upsize chance when size is specified. No upsell chances listed for cones, so chances and offers recorded as 0. No conflicting instructions encountered.",0,Sprinkles,Medium Vanilla Cone,Medium Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator confirmed the customer’s order politely but did not attempt any suggestive selling. Although size was specified so no valid upsizing chance existed, the operator missed the valid add-on opportunity to offer sprinkles for the cone. Encourage offering available add-ons to boost sales.",37.952,"Referenced Cone row in Menu Items JSON (upsizing chance Large Cone, add-on Sprinkles). Checked Upsizing scenarios VO-09 and Null-02 to verify no upsize chance when size is specified. No upsell chances listed for cones, so chances and offers recorded as 0. No conflicting instructions encountered.",0,Sprinkles,Medium Vanilla Cone,Medium Vanilla Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,23d4279c-3df8-4817-a0d6-517a4fa282be,"Operator: A wonderful day at Dairy Queen, how can we make it yours?
Customer: I would like a medium-sized vanilla cone.
Operator: Medium-sized what?
Customer: Vanilla cone.
Operator: Okay, anything else?
Customer: Nope.
Operator: $3.89 is your total. Would you like to round up to known pocket?",False,False,False,False,,
1,1,0,,1,1,0,"Operator confirmed the order but made no valid upsell or upsize attempts. Customer specified small Blizzard and regular onion rings, yet operator failed to offer a large Blizzard (VO-06) or extra toppings for the Blizzard. Mis-stating sizes (medium Blizzard, large onion rings) did not constitute valid offers and showed listening issues. Use proper suggestive-selling script: offer large size explicitly and propose extra Blizzard mix-ins to raise ticket average.",0,"Table references: Menu Items JSON – Blizzard (add-on chance, upsizing chance), Onion Rings (upsizing chance 0); Upsizing Scenarios VO-06 (Blizzard large offer). No relevant upselling scenarios present. Difficulties: distinguishing operator mis-hearing from intentional upsizing offer; ice water excluded per guidelines.",0,Primary Topping/Ingredient for Blizzard,"Small Turtle Pecan Cluster Blizzard (Chocolate Ice Cream), Regular Onion Rings","Small Turtle Pecan Cluster Blizzard (Chocolate Ice Cream), Regular Onion Rings",0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,,,,"Operator confirmed the order but made no valid upsell or upsize attempts. Customer specified small Blizzard and regular onion rings, yet operator failed to offer a large Blizzard (VO-06) or extra toppings for the Blizzard. Mis-stating sizes (medium Blizzard, large onion rings) did not constitute valid offers and showed listening issues. Use proper suggestive-selling script: offer large size explicitly and propose extra Blizzard mix-ins to raise ticket average.",53.882,"Table references: Menu Items JSON – Blizzard (add-on chance, upsizing chance), Onion Rings (upsizing chance 0); Upsizing Scenarios VO-06 (Blizzard large offer). No relevant upselling scenarios present. Difficulties: distinguishing operator mis-hearing from intentional upsizing offer; ice water excluded per guidelines.",0,Primary Topping/Ingredient for Blizzard,"Small Turtle Pecan Cluster Blizzard (Chocolate Ice Cream), Regular Onion Rings","Small Turtle Pecan Cluster Blizzard (Chocolate Ice Cream), Regular Onion Rings",0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,,0.0,52fd4455-01b9-4e33-859d-1ac86e298c29,"Operator: A wonderful day at Dairy Queen, how can we make it yours?
Customer: I would like to get a small turtle pecan cluster blizzard in chocolate ice cream.
Operator: Sorry, give me one second. Okay, I'm sorry about that. You said a medium turtle pecan cluster blizzard?
Customer: No, it's small.
Operator: Small. And you said you wanted chocolate ice cream?
Customer: Yes, please. I'd like to get a large cup of ice water and a regular-sized onion ring.
Operator: I'm sorry, I got the small turtle with chocolate ice cream, a large onion ring, and what else?
Customer: A regular onion ring and a large ice water.
Operator: All right, it'll be $9.29 at the window, ma'am.
Customer: Thank you.
Operator: Thank you.",False,False,False,False,,
0,0,0,,0,0,0,"Customer only asked for the price of a medium chocolate cone and did not place an order, so no upselling, upsizing, or add-on opportunities arose. The operator answered the price question accurately but did not attempt to convert the inquiry into a sale by suggesting a large size, extra dip, or sprinkles. In future, after giving the price, the operator could invite the customer to try a large cone or recommend an add-on to capture a potential sale.",0,"Referenced Cone entry in the menu JSON for upsizing (Large Cone) and add-on (Sprinkles), and Upsizing Scenario VO-09. Ambiguity: transcript ends without a confirmed order, so treated as zero items ordered, resulting in zero selling opportunities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Customer only asked for the price of a medium chocolate cone and did not place an order, so no upselling, upsizing, or add-on opportunities arose. The operator answered the price question accurately but did not attempt to convert the inquiry into a sale by suggesting a large size, extra dip, or sprinkles. In future, after giving the price, the operator could invite the customer to try a large cone or recommend an add-on to capture a potential sale.",36.593999999999994,"Referenced Cone entry in the menu JSON for upsizing (Large Cone) and add-on (Sprinkles), and Upsizing Scenario VO-09. Ambiguity: transcript ends without a confirmed order, so treated as zero items ordered, resulting in zero selling opportunities.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,11f61ff9-7462-4332-80bb-5a37df753a54,"Operator: It's a wonderful day at Dairy Queen. How can we make it yours?
Customer: How much is your medium chocolate cone?
Operator: The cone's going to be $3.89.
Customer: How much?
Operator: $3.89.
Customer: Wow. Okay.",False,False,False,False,,
0,1,0,,0,1,0,"Operator was friendly and accurate but failed to offer any valid upsizing to large Blizzards and missed three chances to suggest extra mix-ins, resulting in no incremental sales.",0,Upsizing reference: Scenario Null-02 (specific size stated so no upsize chance). Additional topping reference: Menu Items JSON → Blizzard → Add on Chance: Primary Topping/Ingredient. Difficulties: Clarified that charity round-up is not counted as upsell; otherwise transcript straightforward.,0,Extra primary topping for Blizzards,"Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard","Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard",0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,,,,"Operator was friendly and accurate but failed to offer any valid upsizing to large Blizzards and missed three chances to suggest extra mix-ins, resulting in no incremental sales.",39.144,Upsizing reference: Scenario Null-02 (specific size stated so no upsize chance). Additional topping reference: Menu Items JSON → Blizzard → Add on Chance: Primary Topping/Ingredient. Difficulties: Clarified that charity round-up is not counted as upsell; otherwise transcript straightforward.,0,Extra primary topping for Blizzards,"Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard","Medium Mint Oreo Blizzard, Medium S'mores Blizzard, Medium New York Cheesecake Blizzard",0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,,0.0,dd356fc0-16df-4be6-80f8-91b1d8959de3,"Operator: It's a wonderful day at Dairy Queen, how can we make it yours?
Customer: Can I get a medium mint Oreo blizzard?
Operator: Medium mint Oreo, yes you can. Anything else?
Customer: A medium s'mores and a medium New York cheesecake and that's all.
Operator: Alright, it's going to be $19.13. Would you like to round up to note in the pocket?
Customer: Sure.
Operator: Thank you, we appreciate it. It's going to be $20 even.
Customer: Alright, thank you so much.
Operator: You're welcome.",False,False,False,False,,
0,1,0,,0,1,0,"Order was taken accurately, but the operator missed the single suggestive-selling opportunity available—offering an add-on for the Blizzard such as extra pumpkin pieces or whipped cream. There were no valid upsell or upsize chances because Blizzards are not convertible to combos and the customer specified a medium size. Future calls should include a clear add-on pitch for every Blizzard to capture incremental sales.",0,"Menu reference: Blizzard item in Menu Items JSON (Upselling Chance 0, Upsizing Chance Large Blizzard, Add on Chance Primary topping/ingredient). Upsizing scenarios show no opportunity when size specified (Scenario Null-02). Additional topping rule confirms extra mix-ins are valid. No ambiguities beyond deciding that 'anything else?' is not a qualified upsell offer per scenario tables.",0,Extra pumpkin topping or whipped cream,Medium Pumpkin Pie Blizzard,Medium Pumpkin Pie Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Order was taken accurately, but the operator missed the single suggestive-selling opportunity available—offering an add-on for the Blizzard such as extra pumpkin pieces or whipped cream. There were no valid upsell or upsize chances because Blizzards are not convertible to combos and the customer specified a medium size. Future calls should include a clear add-on pitch for every Blizzard to capture incremental sales.",41.902,"Menu reference: Blizzard item in Menu Items JSON (Upselling Chance 0, Upsizing Chance Large Blizzard, Add on Chance Primary topping/ingredient). Upsizing scenarios show no opportunity when size specified (Scenario Null-02). Additional topping rule confirms extra mix-ins are valid. No ambiguities beyond deciding that 'anything else?' is not a qualified upsell offer per scenario tables.",0,Extra pumpkin topping or whipped cream,Medium Pumpkin Pie Blizzard,Medium Pumpkin Pie Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,0fb6df09-47b0-4794-a13c-f5f4030aa45c,"Operator: It's a wonderful day at Dairy Queen, how can we make it yours?
Customer: Hey, I'd like to get a pumpkin pie blizzard, medium please.
Operator: Medium pumpkin pie, alright, anything else?
Customer: That's it.
Operator: So it's going to be $6.08.
Customer: Thank you.
Operator: You're welcome.",False,False,False,False,,
