asked_more_time,complete_order,coupon_used,details,details.asked_more_time,details.complete_order,details.coupon_used,details.feedback,details.gpt_price,details.issues,details.items_addon_success,details.items_addonable,details.items_after,details.items_initial,details.items_upsellable,details.items_upsize_success,details.items_upsizeable,details.items_upsold,details.mobile_order,details.num_addon_offers,details.num_addon_opportunities,details.num_addon_success,details.num_items_after,details.num_items_initial,details.num_largest_offers,details.num_upsell_offers,details.num_upsell_opportunities,details.num_upsell_success,details.num_upsize_offers,details.num_upsize_opportunities,details.num_upsize_success,details.out_of_stock_items,details.reasoning_summary,details.video_file_path,details.video_link,feedback,gpt_price,issues,items_addon_success,items_addonable,items_after,items_initial,items_upsellable,items_upsize_success,items_upsizeable,items_upsold,mobile_order,num_addon_offers,num_addon_opportunities,num_addon_success,num_items_after,num_items_initial,num_largest_offers,num_upsell_offers,num_upsell_opportunities,num_upsell_success,num_upsize_offers,num_upsize_opportunities,num_upsize_success,out_of_stock_items,reasoning_summary,score,transaction_id,transcript,upsell_offered,upsell_possible,upsize_offered,upsize_possible,video_file_path,video_link
0,0,0,,0,0,0,No customer interaction beyond operator greeting; unable to evaluate upselling or upsizing performance.,0,"No menu table entries referenced because the transcript contained no customer order. Difficulty: transcript incomplete—without a customer request, no opportunities or offers could be logged.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No customer interaction beyond operator greeting; unable to evaluate upselling or upsizing performance.,37.918,"No menu table entries referenced because the transcript contained no customer order. Difficulty: transcript incomplete—without a customer request, no opportunities or offers could be logged.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,8db9b1b9-e5a4-4f52-89ba-d066b31bf976,Operator:,False,False,False,False,,
0,1,0,,0,1,0,"Operator accurately repeated both cone orders and closed the sale efficiently but made no suggestive-selling attempts. While size was specified for each cone, removing valid upsizing opportunities, each cone still provided an add-on chance (double dip on the dipped cone, sprinkles on the plain cone). Offering these toppings could have increased ticket value. Coach to consistently look for and verbalize simple add-on options even when no upsize/upsell exists.",0,"Referenced Cone and Dipped Cone entries in provided menu item JSON (upselling chance 0, upsizing chance large, add-on chances of Sprinkles and Double Dip). Rule: No upsize chance when size specified. Additional topping opportunities counted per ordered item. No applicable upsell scenarios. Transcript clear; no conflicting instructions encountered.",0,"Double Dip for Small Vanilla Dipped Cone, Sprinkles for Small Chocolate Cone","Small Vanilla Dipped Cone, Small Chocolate Cone","Small Vanilla Dipped Cone, Small Chocolate Cone",0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,,,,"Operator accurately repeated both cone orders and closed the sale efficiently but made no suggestive-selling attempts. While size was specified for each cone, removing valid upsizing opportunities, each cone still provided an add-on chance (double dip on the dipped cone, sprinkles on the plain cone). Offering these toppings could have increased ticket value. Coach to consistently look for and verbalize simple add-on options even when no upsize/upsell exists.",43.306,"Referenced Cone and Dipped Cone entries in provided menu item JSON (upselling chance 0, upsizing chance large, add-on chances of Sprinkles and Double Dip). Rule: No upsize chance when size specified. Additional topping opportunities counted per ordered item. No applicable upsell scenarios. Transcript clear; no conflicting instructions encountered.",0,"Double Dip for Small Vanilla Dipped Cone, Sprinkles for Small Chocolate Cone","Small Vanilla Dipped Cone, Small Chocolate Cone","Small Vanilla Dipped Cone, Small Chocolate Cone",0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,,0.0,89c62422-5778-475e-ad4f-2f5fc1194e31,"Operator: Thank you, Derek. What can I get started for you today?
Customer: I need a small cone of vanilla dipped in chocolate.
Operator: Okay, small cone of vanilla dipped in chocolate. What else?
Customer: And a small cone of chocolate.
Operator: Chocolate ice cream?
Customer: Yes.
Operator: Okay, would that be all?
Customer: That's it.
Operator: That'll be $5.72.
Customer: Thank you.",False,False,False,False,,
0,1,0,,0,1,0,"Operator offered one valid upsell by suggesting a drink, which the customer declined, and correctly presented an upsizing offer for large fries that the customer accepted. This converted the only upsizing chance and demonstrated suggestive selling technique. Operator missed the additional upsell chance to recommend an extra paid dipping sauce and the chicken-basket size upgrade from 4-piece to 6-piece. Overall, good execution on the offer given, but needs to probe all identified opportunities consistently.",0,"Menu items JSON: 4-Piece CB Chicken (Strip) Basket shows upsell chances (Drink, Dipping Sauce) and upsize chance (Large Fries). Upselling Scenario VO-02 DrinkCB confirms valid drink offer language. Upsizing Scenario VO-04 Side confirms valid large-fries offer. Upsizing Scenario VO-13 indicates missed chance to upsize basket to 6-piece. Ambiguities: whether extra gravy counts as a separate paid item; treated it as included within basket to satisfy rule on item counts. No conflicting instructions noted.",0,0,"4-Piece Chicken Strip Basket (Chicken Strips, Large Fries, Gravy)","4-Piece Chicken Strip Basket (Chicken Strips, Regular Fries)","Drink, Dipping Sauce",Fries,Fries,0,0,0,0,0,2,2,1,1,2,0,1,1,1,0,,,,"Operator offered one valid upsell by suggesting a drink, which the customer declined, and correctly presented an upsizing offer for large fries that the customer accepted. This converted the only upsizing chance and demonstrated suggestive selling technique. Operator missed the additional upsell chance to recommend an extra paid dipping sauce and the chicken-basket size upgrade from 4-piece to 6-piece. Overall, good execution on the offer given, but needs to probe all identified opportunities consistently.",73.59,"Menu items JSON: 4-Piece CB Chicken (Strip) Basket shows upsell chances (Drink, Dipping Sauce) and upsize chance (Large Fries). Upselling Scenario VO-02 DrinkCB confirms valid drink offer language. Upsizing Scenario VO-04 Side confirms valid large-fries offer. Upsizing Scenario VO-13 indicates missed chance to upsize basket to 6-piece. Ambiguities: whether extra gravy counts as a separate paid item; treated it as included within basket to satisfy rule on item counts. No conflicting instructions noted.",0,0,"4-Piece Chicken Strip Basket (Chicken Strips, Large Fries, Gravy)","4-Piece Chicken Strip Basket (Chicken Strips, Regular Fries)","Drink, Dipping Sauce",Fries,Fries,0,0,0,0,0,2,2,1,1,2,0,1,1,1,0,,0.6666666666666666,76340416-8e11-4b6c-b640-17abfd7cb547,"Operator: Thank you, what can I get started for you today?
Customer: Um, can I do a four-piece chicken strip basket?
Operator: Okay, four-piece. Would that be with a drink or no drink?
Customer: Uh, no drink.
Operator: Okay, and would that be with a large fry?
Customer: Yeah, that's good.
Operator: Okay. What dip would you like with it?
Customer: Could I do gravy?
Operator: Gravy? Yeah, of course.
Customer: And an extra one.
Operator: An extra gravy?
Customer: Yeah.
Operator: Okay. What else can I get for you?
Customer: Uh, that's it.
Operator: Okay, so it'll be $10.98.
Customer: Alright, thank you.
Operator: Of course.",True,True,True,True,,
0,1,0,,0,1,0,"Operator missed the single upsell opportunity (2 for $5 on the small sundae) and made no topping offers. No valid upsizing chances existed because the customer specified sizes, but the operator could still have suggested a larger size as an upsell. Overall, 0/1 upsell attempts and 0/3 topping attempts were made, showing poor adherence to suggestive selling best practices. Recommend reinforcing 2-for-5 scripting and topping prompts to raise average ticket.",0,"Upsell opportunity referenced from Upselling Scenarios Scenario VO-01 (2for5). Item data and topping opportunities taken from Menu JSON entries: 'Sundae [Size: Small]' (2for5, toppings), 'Cone [Sizes]' (sprinkles), 'Dipped Cone [Sizes]' (double dip). Upsizing ruled out via Upsizing Scenario Null-02 (specific sizes requested). Ambiguity: 'kid's twist cone' mapped to small twist cone; treated as size specified to remove upsize chance. Customer-requested sprinkles not counted as successful add-on because operator did not initiate offer.",0,Small Strawberry Sundae - Whipped Cream/Nuts/Sprinkles; Kid's Twist Cone - Sprinkles; Small Chocolate Dipped Cone - Double Dip,"Small Strawberry Sundae, Kid's Twist Cone with Sprinkles, Small Chocolate Dipped Cone","Small Strawberry Sundae, Kid's Twist Cone with Sprinkles, Small Chocolate Dipped Cone",Small Strawberry Sundae,0,0,0,0,0,3,0,3,3,0,0,1,0,0,0,0,0,,,,"Operator missed the single upsell opportunity (2 for $5 on the small sundae) and made no topping offers. No valid upsizing chances existed because the customer specified sizes, but the operator could still have suggested a larger size as an upsell. Overall, 0/1 upsell attempts and 0/3 topping attempts were made, showing poor adherence to suggestive selling best practices. Recommend reinforcing 2-for-5 scripting and topping prompts to raise average ticket.",54.260000000000005,"Upsell opportunity referenced from Upselling Scenarios Scenario VO-01 (2for5). Item data and topping opportunities taken from Menu JSON entries: 'Sundae [Size: Small]' (2for5, toppings), 'Cone [Sizes]' (sprinkles), 'Dipped Cone [Sizes]' (double dip). Upsizing ruled out via Upsizing Scenario Null-02 (specific sizes requested). Ambiguity: 'kid's twist cone' mapped to small twist cone; treated as size specified to remove upsize chance. Customer-requested sprinkles not counted as successful add-on because operator did not initiate offer.",0,Small Strawberry Sundae - Whipped Cream/Nuts/Sprinkles; Kid's Twist Cone - Sprinkles; Small Chocolate Dipped Cone - Double Dip,"Small Strawberry Sundae, Kid's Twist Cone with Sprinkles, Small Chocolate Dipped Cone","Small Strawberry Sundae, Kid's Twist Cone with Sprinkles, Small Chocolate Dipped Cone",Small Strawberry Sundae,0,0,0,0,0,3,0,3,3,0,0,1,0,0,0,0,0,,0.0,7d000dd6-6c45-42ff-b8f0-49725e11519c,"Operator: What can I get for you?
Customer: Hey, can I get a small strawberry sundae?
Operator: Of course. What else can I get for you, ma'am?
Customer: A kid's twist cone with sprinkles.
Customer: Can I get a small chocolate dipped cone, please?
Operator: Yes, ma'am.
Customer: That's it.
Operator: Would you like to round up for our Note in the Pocket Kids charity?
Customer: Sure.
Operator: I do appreciate it. It's going to bring you to $10 even, ma'am. Have a great day.
Customer: Thank you.",False,True,False,False,,
0,1,0,,0,1,0,"Operator confirmed the requested small size, which meant no valid upsize opportunity per Scenario Null-02. They did not suggest adding extra mix-ins to the Blizzard, missing the single additional-topping chance. No items in the order qualified for meal or combo upsells. Interaction was courteous but lacked any suggestive selling effort.",0,"Referenced Menu JSON: Blizzard [Sizes: Small, Medium, Large] for item details, upsizing, and Add on Chance. Upsizing table Scenario Null-02 used to confirm no upsize chance because customer specified size. Add-on chance determined from Blizzard Add on Chance: Primary Topping/Ingredient. No applicable upsell scenarios for Blizzard. No ambiguities detected.",0,Extra Blizzard toppings,Small Turtle Pecan Cluster Blizzard,Small Turtle Pecan Cluster Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,The Reese's caramel one,,,,"Operator confirmed the requested small size, which meant no valid upsize opportunity per Scenario Null-02. They did not suggest adding extra mix-ins to the Blizzard, missing the single additional-topping chance. No items in the order qualified for meal or combo upsells. Interaction was courteous but lacked any suggestive selling effort.",42.516,"Referenced Menu JSON: Blizzard [Sizes: Small, Medium, Large] for item details, upsizing, and Add on Chance. Upsizing table Scenario Null-02 used to confirm no upsize chance because customer specified size. Add-on chance determined from Blizzard Add on Chance: Primary Topping/Ingredient. No applicable upsell scenarios for Blizzard. No ambiguities detected.",0,Extra Blizzard toppings,Small Turtle Pecan Cluster Blizzard,Small Turtle Pecan Cluster Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,The Reese's caramel one,,0.0,8c8b3e81-30c3-490e-941f-349d6f126c02,"Operator: Thank you for choosing DQ. What can I get for you today?
Customer: Hang on.
Operator: Take your time.
Customer: I would like a small blizzard. Is it gone already? The Reese's caramel one?
Operator: Yes, ma'am. We no longer carry that. I do apologize.
Customer: All right, then I'll have a turtle pecan cluster blizzard.
Operator: Small size?
Customer: Small, yes.
Operator: All right, can I get you anything else?
Customer: I mean, the Reese's peanut butter cup.
Customer: No, that's it. Thank you.
Operator: Okay, so we want the peanut butter cup and we want the turtle pecan?
Customer: I want the pecan.
Operator: All right, it's going to be $5.40. Thank you very much.",False,False,False,False,,
0,1,0,,0,1,0,"The operator was polite and confirmed the order accurately but missed the single suggestive-selling chance: offering a Double Dip add-on for the dipped cone. No valid upsell or upsize chances existed because the customer specified a medium size and cones are not tied to combo promotions. In future, proactively offer Double Dip or sprinkles on cone orders to increase average check.",0,"References: Menu Items JSON row for Dipped Cone [Sizes: Small, Medium, Large] notes add-on chance Double Dip (1 additional topping chance). Upselling Scenario table shows no 2for5 or combo applicability to cones. Upsizing Scenario table indicates no chance when customer already specifies size. No conflicting instructions or ambiguities encountered.",0,Double Dip,Medium Dipped Cone,Medium Dipped Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"The operator was polite and confirmed the order accurately but missed the single suggestive-selling chance: offering a Double Dip add-on for the dipped cone. No valid upsell or upsize chances existed because the customer specified a medium size and cones are not tied to combo promotions. In future, proactively offer Double Dip or sprinkles on cone orders to increase average check.",40.808,"References: Menu Items JSON row for Dipped Cone [Sizes: Small, Medium, Large] notes add-on chance Double Dip (1 additional topping chance). Upselling Scenario table shows no 2for5 or combo applicability to cones. Upsizing Scenario table indicates no chance when customer already specifies size. No conflicting instructions or ambiguities encountered.",0,Double Dip,Medium Dipped Cone,Medium Dipped Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,2bd541c6-6b44-414e-8f20-24da23869eea,"Operator: Thank you for the DT Coffee, what can I get for you today?
Customer: Can I have a medium dip cone?
Operator: No problem at all. What else can I get for you, ma'am?
Customer: That'll be all.
Operator: Would you like to round up for our note in the pocket kids charity?
Customer: No, just hot.
Operator: I definitely appreciate it. The same is going to be $4.21. Have a great day.",False,False,False,False,,
0,1,0,,0,1,0,"Operator handled basic order accurately but missed all suggestive-selling chances. No upsell applicable, yet there was a valid upsizing opportunity to offer a box of six Dilly Bars (Scenario VO-11) and a valid add-on for the dipped cone (double dip). Offering either would have boosted ticket average and met Dairy Queen’s sales protocol. Recommend proactively suggesting the box-of-six when any single Dilly Bar is ordered and mentioning double-dip or sprinkles for cones. Also remember to ask about making unstated-size items large when appropriate.",0,"Menu-item JSON: Dilly Bar (upsizing to box of 6) and Dipped Cone (add-on double dip). Upsizing scenarios table VO-11 confirms valid offer for Dilly Bar. Add-on derived from menu JSON field “Add on Chance: Double Dip” for Dipped Cone. No upsell scenarios matched items, so upsell chances = 0. Ambiguities: customer specified medium cone, removing upsizing chance; bottled water has no size. All counts follow hard rules.",0,Dipped Cone - Double Dip,"Dilly Bar, Medium Dipped Cone, Bottled Water","Dilly Bar, Medium Dipped Cone, Bottled Water",0,0,Dilly Bar,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,,,,"Operator handled basic order accurately but missed all suggestive-selling chances. No upsell applicable, yet there was a valid upsizing opportunity to offer a box of six Dilly Bars (Scenario VO-11) and a valid add-on for the dipped cone (double dip). Offering either would have boosted ticket average and met Dairy Queen’s sales protocol. Recommend proactively suggesting the box-of-six when any single Dilly Bar is ordered and mentioning double-dip or sprinkles for cones. Also remember to ask about making unstated-size items large when appropriate.",42.32,"Menu-item JSON: Dilly Bar (upsizing to box of 6) and Dipped Cone (add-on double dip). Upsizing scenarios table VO-11 confirms valid offer for Dilly Bar. Add-on derived from menu JSON field “Add on Chance: Double Dip” for Dipped Cone. No upsell scenarios matched items, so upsell chances = 0. Ambiguities: customer specified medium cone, removing upsizing chance; bottled water has no size. All counts follow hard rules.",0,Dipped Cone - Double Dip,"Dilly Bar, Medium Dipped Cone, Bottled Water","Dilly Bar, Medium Dipped Cone, Bottled Water",0,0,Dilly Bar,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,,0.0,165b479e-7db7-4fd5-879f-44809d8b7661,"Operator: Thank you for choosing Dairy Queen. What can I get started for you today?
Customer: Well, I have a question about non-dairy. Do you have anything non-dairy besides the Dilly Bar?
Operator: Other than the Dilly Bar, then no, I don't think we do.
Customer: Okay, we'll have one of those, and then we'll have a medium dip cone and a bottle of water.
Operator: And a bottle of water. Okay. What else can I get for you?
Customer: That's it for it.
Operator: Okay, well, I'll have that right out.",False,False,False,True,,
0,1,0,,0,1,0,Operator correctly confirmed the guest’s request and closed the sale efficiently. One missed revenue opportunity: offering sprinkles on the cone. Suggest proactively mentioning this valid add-on whenever a cone is ordered to maximize average ticket while still respecting the guest’s stated desire for a single item.,0,"Answer sources: Menu Items table—row for Twist Cone [Sizes: Small, Medium, Large] which shows Upselling Chance 0, Upsizing Chance Large Twist Cone (1), Add-on Chance Sprinkles. Used Definitions and Upsizing/Additional Topping guidelines to determine 0 upsell and upsize chances, 1 topping chance. No conflicts or ambiguities—customer explicitly requested the large size, eliminating upsize possibility.",0,Sprinkles,Large Twist Cone,Large Twist Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,Operator correctly confirmed the guest’s request and closed the sale efficiently. One missed revenue opportunity: offering sprinkles on the cone. Suggest proactively mentioning this valid add-on whenever a cone is ordered to maximize average ticket while still respecting the guest’s stated desire for a single item.,42.326,"Answer sources: Menu Items table—row for Twist Cone [Sizes: Small, Medium, Large] which shows Upselling Chance 0, Upsizing Chance Large Twist Cone (1), Add-on Chance Sprinkles. Used Definitions and Upsizing/Additional Topping guidelines to determine 0 upsell and upsize chances, 1 topping chance. No conflicts or ambiguities—customer explicitly requested the large size, eliminating upsize possibility.",0,Sprinkles,Large Twist Cone,Large Twist Cone,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,1092a58c-d922-4c53-8d03-4a39aa5d3de8,"Operator: Thank you, Derek. What can I get started for you today?
Customer: I would just like a large chocolate vanilla ice cream cone.
Operator: Okay, so would that be a twist cone or would that be a vanilla dip chocolate?
Customer: No, no, twist cone.
Operator: Twist cone? Okay. Large twist cone, what else can I get ya?
Customer: That'll be all.
Operator: Total is $4.64.
Customer: Thank you.",False,False,False,False,,
0,1,0,,0,1,0,"Operator promptly confirmed the order and was polite. Because the customer specified a small size Blizzard, there was no valid upsizing or meal-conversion chance. The single valid add-on opportunity—offering extra cotton-candy pieces—was missed. Recommending refresher training on suggesting Blizzard add-ons to drive incremental sales.",0,"Referenced Blizzard entry in Menu Items JSON (Add on Chance: Primary Topping/Ingredient) to identify additional topping opportunity. Upsizing determined using Upsizing Scenario Null-02 (specific size stated, so no upsize chance). No relevant upsell rows applied. Ambiguity: exact wording for Blizzard add-on not listed; assumed extra topping qualifies under Primary Topping/Ingredient.",0,Extra Cotton Candy Topping,Small Cotton Candy Blizzard,Small Cotton Candy Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator promptly confirmed the order and was polite. Because the customer specified a small size Blizzard, there was no valid upsizing or meal-conversion chance. The single valid add-on opportunity—offering extra cotton-candy pieces—was missed. Recommending refresher training on suggesting Blizzard add-ons to drive incremental sales.",44.05,"Referenced Blizzard entry in Menu Items JSON (Add on Chance: Primary Topping/Ingredient) to identify additional topping opportunity. Upsizing determined using Upsizing Scenario Null-02 (specific size stated, so no upsize chance). No relevant upsell rows applied. Ambiguity: exact wording for Blizzard add-on not listed; assumed extra topping qualifies under Primary Topping/Ingredient.",0,Extra Cotton Candy Topping,Small Cotton Candy Blizzard,Small Cotton Candy Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,05a8ff91-c2a4-4da6-a441-cbdca980c5e1,"Operator: Good morning, how can I help you?
Customer: Take your time.
Operator: Okay, we're ready.
Customer: Can I have a small cotton candy blizzard?
Operator: One small cotton candy, anything else?
Customer: No, thank you.
Operator: That'll be $5.40 at the window. Would you like to round up for non-profit charities?
Customer: No, thank you.",False,False,False,False,,
0,0,0,,0,0,0,"Operator accurately recorded the customer’s order but did not attempt any suggestive selling. While no upsell or upsize chances existed because the item was already a large Blizzard, there was one valid opportunity to add extra mix-ins (extra Oreo pieces) which was not offered. Encourage proactively offering additional toppings for Blizzards in future interactions to increase check averages.",0,"Menu reference: JSON of Menu Items – Blizzard [Sizes: Small, Medium, Large] shows Upselling Chance 0, Upsizing Chance Large Blizzard (1), Add on Chance Primary Topping/Ingredient. Since customer specified Large, upsizing scenario falls under Scenario Null-02 (specific sized items) giving 0 upsize chances. Additional topping chance derived from Blizzard Add on Chance. No conflicting instructions; transcript contained only operator speech so assumed ‘mint Oreo’ describes a Blizzard flavor.",0,Extra Oreo topping,Large Mint Oreo Blizzard,Large Mint Oreo Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,"Operator accurately recorded the customer’s order but did not attempt any suggestive selling. While no upsell or upsize chances existed because the item was already a large Blizzard, there was one valid opportunity to add extra mix-ins (extra Oreo pieces) which was not offered. Encourage proactively offering additional toppings for Blizzards in future interactions to increase check averages.",38.82,"Menu reference: JSON of Menu Items – Blizzard [Sizes: Small, Medium, Large] shows Upselling Chance 0, Upsizing Chance Large Blizzard (1), Add on Chance Primary Topping/Ingredient. Since customer specified Large, upsizing scenario falls under Scenario Null-02 (specific sized items) giving 0 upsize chances. Additional topping chance derived from Blizzard Add on Chance. No conflicting instructions; transcript contained only operator speech so assumed ‘mint Oreo’ describes a Blizzard flavor.",0,Extra Oreo topping,Large Mint Oreo Blizzard,Large Mint Oreo Blizzard,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,0.0,1ba7b546-19c8-4f50-b24d-79cbdc68b887,"Operator: Order 73, large mint Oreo. All right, got the third.",False,False,False,False,,
