ended_at,kind,meta,meta.asked_more_time,meta.complete_order,meta.coupon_used,meta.mobile_order,meta.out_of_stock_items,meta.s3_key,meta.segment_index,meta.step1_raw,meta.text,meta.total_segments_in_video,meta.video_end_seconds,meta.video_start_seconds,run_id,started_at,tx_range,video_id
2025-08-30T17:01:16Z,order,,0,0,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,0,"{""1"":""Operator: Thank you."",""2"":""0"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0""}",Operator: Thank you.,1,75.0,0.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:00:01Z,"[""2025-08-30T17:00:01Z"",""2025-08-30T17:01:16Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:03:08.500000Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,0,"{""1"":""Operator: Thank you for choosing Texas Stop. What can I get for you today?\nCustomer: Hello, I'm coming. My two car just ran away. Okay, so I would like to get the cheese deluxe burger, just the burger.\nOperator: All right, do you want the number one or the number five? One is the bacon cheese deluxe, the other one is the regular cheese deluxe.\nCustomer: I want the number five.\nOperator: Number five, no problem. Is that just the entree or did you want the full combo?\nCustomer: Just the entree.\nOperator: All right, all right. Can I get you anything else today, ma'am?\nCustomer: And then I'd like to get the wild Alaskan fish sandwich.\nOperator: Just the sandwich as well or did you want a combo with that one?\nCustomer: I'd like just the sandwich.\nOperator: Okay.\nCustomer: And then I'd like one of your onion rings.\nOperator: What size, ma'am?\nCustomer: Regular.\nOperator: All right, can I get you anything else?\nCustomer: Okay, that'll be it.\nOperator: Thank you, ma'am. $16.75.\nCustomer: Okay, thank you.\nOperator: Thank you.\nCustomer: Oh, I'm sorry. You said he wanted a fry, so can you add a french fry on there?\nOperator: All right, ma'am. You can put it on down.\nCustomer: Thank you."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""N/A""}","Operator: Thank you for choosing Texas Stop. What can I get for you today?
Customer: Hello, I'm coming. My two car just ran away. Okay, so I would like to get the cheese deluxe burger, just the burger.
Operator: All right, do you want the number one or the number five? One is the bacon cheese deluxe, the other one is the regular cheese deluxe.
Customer: I want the number five.
Operator: Number five, no problem. Is that just the entree or did you want the full combo?
Customer: Just the entree.
Operator: All right, all right. Can I get you anything else today, ma'am?
Customer: And then I'd like to get the wild Alaskan fish sandwich.
Operator: Just the sandwich as well or did you want a combo with that one?
Customer: I'd like just the sandwich.
Operator: Okay.
Customer: And then I'd like one of your onion rings.
Operator: What size, ma'am?
Customer: Regular.
Operator: All right, can I get you anything else?
Customer: Okay, that'll be it.
Operator: Thank you, ma'am. $16.75.
Customer: Okay, thank you.
Operator: Thank you.
Customer: Oh, I'm sorry. You said he wanted a fry, so can you add a french fry on there?
Operator: All right, ma'am. You can put it on down.
Customer: Thank you.",2,187.5,120.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:02:01Z,"[""2025-08-30T17:02:01Z"",""2025-08-30T17:03:08.500000Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:04:16Z,order,,1,0,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,1,"{""1"":""Operator: Thank you for choosing Texas Stop. One moment, please.\nCustomer: Sure."",""2"":""0"",""3"":""0"",""4"":""0"",""5"":""1"",""6"":""0"",""7"":""Wait reference: Operator: Thank you for choosing Texas Stop. One moment, please.""}","Operator: Thank you for choosing Texas Stop. One moment, please.
Customer: Sure.",2,255.0,187.5,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:03:08.500000Z,"[""2025-08-30T17:03:08.500000Z"",""2025-08-30T17:04:16Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:05:23.500000Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,0,"{""1"": ""Operator: What can I get for you?\nCustomer: No problem, can I have one medium twist cone please?\nOperator: No problem at all, can I get you anything else today?\nCustomer: One medium twist cup and a medium root beer.\nOperator: Alright, medium twist cone, medium twist in a cup, and a medium root beer.\nCustomer: Perfect.\nOperator: I definitely appreciate it sir, you're looking at a total of $10.90. Would you like to round up $0.10 for our note in the pocket kids charity?\nCustomer: Yeah, sure.\nOperator: Thank you very much, that's $11 even, have a great day.\nCustomer: Thank you."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}","Operator: What can I get for you?
Customer: No problem, can I have one medium twist cone please?
Operator: No problem at all, can I get you anything else today?
Customer: One medium twist cup and a medium root beer.
Operator: Alright, medium twist cone, medium twist in a cup, and a medium root beer.
Customer: Perfect.
Operator: I definitely appreciate it sir, you're looking at a total of $10.90. Would you like to round up $0.10 for our note in the pocket kids charity?
Customer: Yeah, sure.
Operator: Thank you very much, that's $11 even, have a great day.
Customer: Thank you.",2,322.5,270.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:04:31Z,"[""2025-08-30T17:04:31Z"",""2025-08-30T17:05:23.500000Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:06:16Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,1,"{""1"": ""Operator: Thank you for choosing DQ, how can I get for you today?\nCustomer: Just a medium maple cookie shake.\nOperator: The shake?\nCustomer: Maple cookie shake, medium.\nOperator: Alright, what else can I get for you?\nCustomer: And a medium chocolate shake.\nOperator: Alright, no problem at all. Can I get you anything else today?\nCustomer: No.\nOperator: Would you like to round up $5 note in the pocket kids charity?\nCustomer: No thanks.\nOperator: Alright, it's going to be $9.72, have a great day."", ""2"": ""1"", ""3"": ""0"", ""4"": ""0"", ""5"": ""0"", ""6"": ""0"", ""7"": ""0""}","Operator: Thank you for choosing DQ, how can I get for you today?
Customer: Just a medium maple cookie shake.
Operator: The shake?
Customer: Maple cookie shake, medium.
Operator: Alright, what else can I get for you?
Customer: And a medium chocolate shake.
Operator: Alright, no problem at all. Can I get you anything else today?
Customer: No.
Operator: Would you like to round up $5 note in the pocket kids charity?
Customer: No thanks.
Operator: Alright, it's going to be $9.72, have a great day.",2,375.0,322.5,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:05:23.500000Z,"[""2025-08-30T17:05:23.500000Z"",""2025-08-30T17:06:16Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:08:58Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,0,"{""1"":""Operator: Welcome to Dairy Queen, how may I help you?\nCustomer: Hi, can I get a few kids meals with chicken tenders?\nOperator: With the dipping sauce?\nCustomer: Ranch.\nOperator: And what was the drink for that?\nCustomer: One Coke, one Sprite.\nOperator: Alright, would you like that kid's cone in a cup?\nCustomer: Yeah, in a cone.\nOperator: Cup?\nCustomer: Yeah.\nOperator: Anything else?\nCustomer: And can I get a sprinkle for one of the cups?\nOperator: With sprinkles, anything else?\nCustomer: No, that's it. You got two, right?\nOperator: Yes.\nCustomer: Alright, be close to two, three."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""NA""}","Operator: Welcome to Dairy Queen, how may I help you?
Customer: Hi, can I get a few kids meals with chicken tenders?
Operator: With the dipping sauce?
Customer: Ranch.
Operator: And what was the drink for that?
Customer: One Coke, one Sprite.
Operator: Alright, would you like that kid's cone in a cup?
Customer: Yeah, in a cone.
Operator: Cup?
Customer: Yeah.
Operator: Anything else?
Customer: And can I get a sprinkle for one of the cups?
Operator: With sprinkles, anything else?
Customer: No, that's it. You got two, right?
Operator: Yes.
Customer: Alright, be close to two, three.",5,537.0,465.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:07:46Z,"[""2025-08-30T17:07:46Z"",""2025-08-30T17:08:58Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:10:10Z,order,,0,1,0,0,Chocolate sprinkles,gdrive/dq_cary/DT_File20250830170001000.mp4,1,"{""1"":""Operator: Welcome to Dairy Queen, how may I help you?\nCustomer: I'd like a small vanilla dipped in chocolate, and I'd also like to have a chocolate vanilla swirl together.\nOperator: Was that a small size?\nCustomer: Yes, please.\nOperator: And that was in a cone?\nCustomer: Yes, please.\nOperator: Anything else?\nCustomer: I think that, you don't have sprinkles, do you?\nOperator: We have sprinkles.\nCustomer: Are they chocolate?\nOperator: No, we only have the rainbow kind.\nCustomer: Oh, never mind. Thank you.\nOperator: Alright, it'll be $5.72.\nCustomer: Can I also have two, three small cups of courtesy cup of water?\nOperator: Yes, of course.\nCustomer: Thank you.\nOperator: You're welcome."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""Chocolate sprinkles"",""7"":""NA""}","Operator: Welcome to Dairy Queen, how may I help you?
Customer: I'd like a small vanilla dipped in chocolate, and I'd also like to have a chocolate vanilla swirl together.
Operator: Was that a small size?
Customer: Yes, please.
Operator: And that was in a cone?
Customer: Yes, please.
Operator: Anything else?
Customer: I think that, you don't have sprinkles, do you?
Operator: We have sprinkles.
Customer: Are they chocolate?
Operator: No, we only have the rainbow kind.
Customer: Oh, never mind. Thank you.
Operator: Alright, it'll be $5.72.
Customer: Can I also have two, three small cups of courtesy cup of water?
Operator: Yes, of course.
Customer: Thank you.
Operator: You're welcome.",5,609.0,537.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:08:58Z,"[""2025-08-30T17:08:58Z"",""2025-08-30T17:10:10Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:11:22Z,order,,0,1,0,0,French silk pie,gdrive/dq_cary/DT_File20250830170001000.mp4,2,"{""1"":""Operator: Thank you for choosing DQ, this is Patrick, what can I get for you?\nCustomer: Can I get, I want to do a Butterfinger Blizzard.\nOperator: What size would you like that?\nCustomer: I'll do a large.\nOperator: Large Butterfinger, no problem, what else can I get for you?\nCustomer: Can I get, you guys have a kid's size Blizzard?\nOperator: Yes, we have a mini size.\nCustomer: Alright, I'm going to get one of those in a confetti cake.\nOperator: Okay.\nCustomer: And then, actually let me make that one a small, and then I'll do another small Oreo for that one.\nOperator: Alright.\nCustomer: You guys have French silk pie?\nOperator: No, sir.\nCustomer: Not as a flavor? Okay. Can I get a small pumpkin pie, please?\nOperator: Okay.\nCustomer: So that should be it.\nOperator: I definitely appreciate it, sir. One large Butterfinger, one small confetti cake, one small Oreo, and one small pumpkin pie?\nCustomer: Yes, sir.\nOperator: Would you like to round up by noting a pocket kid's charity?\nCustomer: Sure.\nOperator: I do appreciate it, sir. You're going to be looking at $24 even. Have a great day.\nCustomer: Thank you."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""French silk pie"",""7"":""NA""}","Operator: Thank you for choosing DQ, this is Patrick, what can I get for you?
Customer: Can I get, I want to do a Butterfinger Blizzard.
Operator: What size would you like that?
Customer: I'll do a large.
Operator: Large Butterfinger, no problem, what else can I get for you?
Customer: Can I get, you guys have a kid's size Blizzard?
Operator: Yes, we have a mini size.
Customer: Alright, I'm going to get one of those in a confetti cake.
Operator: Okay.
Customer: And then, actually let me make that one a small, and then I'll do another small Oreo for that one.
Operator: Alright.
Customer: You guys have French silk pie?
Operator: No, sir.
Customer: Not as a flavor? Okay. Can I get a small pumpkin pie, please?
Operator: Okay.
Customer: So that should be it.
Operator: I definitely appreciate it, sir. One large Butterfinger, one small confetti cake, one small Oreo, and one small pumpkin pie?
Customer: Yes, sir.
Operator: Would you like to round up by noting a pocket kid's charity?
Customer: Sure.
Operator: I do appreciate it, sir. You're going to be looking at $24 even. Have a great day.
Customer: Thank you.",5,681.0,609.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:10:10Z,"[""2025-08-30T17:10:10Z"",""2025-08-30T17:11:22Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:12:34Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,3,"{""1"":""Operator: Welcome to Dairy Queen, how may I help you?\nCustomer: Hey, can I get a large order of fries?\nOperator: Okay.\nCustomer: Vanilla dipped in chocolate cone.\nOperator: Would that be a medium or large size?\nCustomer: The smallest size you have.\nOperator: Okay.\nCustomer: And then the mini Oreo blizzard.\nOperator: Alright.\nCustomer: With chocolate or vanilla?\nOperator: With chocolate ice cream?\nCustomer: Vanilla, sorry. Vanilla ice cream with Oreo.\nOperator: Anything else?\nCustomer: A chocolate dipped in chocolate cone.\nOperator: Okay.\nCustomer: The smallest size you have.\nOperator: Anything else for you?\nCustomer: No, that's all.\nOperator: Alright. It'll be $13.50."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""NA""}","Operator: Welcome to Dairy Queen, how may I help you?
Customer: Hey, can I get a large order of fries?
Operator: Okay.
Customer: Vanilla dipped in chocolate cone.
Operator: Would that be a medium or large size?
Customer: The smallest size you have.
Operator: Okay.
Customer: And then the mini Oreo blizzard.
Operator: Alright.
Customer: With chocolate or vanilla?
Operator: With chocolate ice cream?
Customer: Vanilla, sorry. Vanilla ice cream with Oreo.
Operator: Anything else?
Customer: A chocolate dipped in chocolate cone.
Operator: Okay.
Customer: The smallest size you have.
Operator: Anything else for you?
Customer: No, that's all.
Operator: Alright. It'll be $13.50.",5,753.0,681.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:11:22Z,"[""2025-08-30T17:11:22Z"",""2025-08-30T17:12:34Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
2025-08-30T17:13:46Z,order,,0,1,0,0,0,gdrive/dq_cary/DT_File20250830170001000.mp4,4,"{""1"":""Operator: Welcome to Dairy Queen, how may I help you?\nCustomer: Yes, can I have a small blizzard with chocolate ice cream and peanut butter chocolate?\nOperator: Alright. Anything else for you today?\nCustomer: That is it.\nOperator: It'll be $5.40.\nCustomer: Thank you."",""2"":""1"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""NA""}","Operator: Welcome to Dairy Queen, how may I help you?
Customer: Yes, can I have a small blizzard with chocolate ice cream and peanut butter chocolate?
Operator: Alright. Anything else for you today?
Customer: That is it.
Operator: It'll be $5.40.
Customer: Thank you.",5,825.0,753.0,42a7212b-5c74-4e94-b42c-f2479402b71f,2025-08-30T17:12:34Z,"[""2025-08-30T17:12:34Z"",""2025-08-30T17:13:46Z"")",e42664af-2e03-4148-82b4-e0a00172fdfd
